trial index,timestamp
0,2025-06-08 19:53:55.449339
5,2025-06-08 19:54:23.945252
6,2025-06-08 19:54:45.863135
7,2025-06-08 19:55:11.383388
8,2025-06-08 19:55:36.814826
9,2025-06-08 19:55:58.872544
10,2025-06-08 19:56:16.623181
11,2025-06-08 19:56:34.084242
12,2025-06-08 19:57:02.591003
13,2025-06-08 19:57:26.855188
14,2025-06-08 19:57:49.852948
15,2025-06-08 19:58:12.412813
16,2025-06-08 19:58:58.019613
17,2025-06-08 19:59:30.250033
18,2025-06-08 20:00:01.932533
19,2025-06-08 20:00:30.176812
20,2025-06-08 20:00:56.194732
21,2025-06-08 20:01:19.742207
22,2025-06-08 20:01:48.331826
23,2025-06-08 20:02:16.820428
24,2025-06-08 20:02:47.729694
