trial index,timestamp
0,2025-06-08 20:02:47.741161
5,2025-06-08 20:03:13.303981
6,2025-06-08 20:03:36.895142
7,2025-06-08 20:04:05.715841
8,2025-06-08 20:04:35.481493
9,2025-06-08 20:04:53.299753
10,2025-06-08 20:05:19.612166
11,2025-06-08 20:05:50.151835
12,2025-06-08 20:06:25.047297
13,2025-06-08 20:07:04.248993
14,2025-06-08 20:07:44.762826
15,2025-06-08 20:08:27.969657
16,2025-06-08 20:09:06.842533
17,2025-06-08 20:09:45.051565
18,2025-06-08 20:10:30.173703
19,2025-06-08 20:11:03.419170
20,2025-06-08 20:11:41.407312
21,2025-06-08 20:12:11.727977
22,2025-06-08 20:12:50.748670
23,2025-06-08 20:13:28.931948
24,2025-06-08 20:14:09.551747
