trial index,timestamp
0,2025-06-08 21:09:51.801686
5,2025-06-08 21:10:09.882556
6,2025-06-08 21:10:25.415103
7,2025-06-08 21:10:53.160560
8,2025-06-08 21:11:27.120228
9,2025-06-08 21:12:02.010822
10,2025-06-08 21:12:35.285909
11,2025-06-08 21:13:22.428711
12,2025-06-08 21:14:07.128948
13,2025-06-08 21:14:55.797611
14,2025-06-08 21:15:28.772960
15,2025-06-08 21:16:17.253473
16,2025-06-08 21:17:09.348837
17,2025-06-08 21:17:42.374427
18,2025-06-08 21:18:19.271687
19,2025-06-08 21:18:48.078009
20,2025-06-08 21:19:09.371636
21,2025-06-08 21:19:23.774758
22,2025-06-08 21:19:47.565040
23,2025-06-08 21:20:13.339316
24,2025-06-08 21:20:48.883077
