trial index,timestamp
0,2025-06-08 19:42:00.698886
5,2025-06-08 19:42:36.693697
6,2025-06-08 19:42:49.088957
7,2025-06-08 19:43:14.307481
8,2025-06-08 19:43:42.417734
9,2025-06-08 19:44:09.968892
10,2025-06-08 19:44:40.982641
11,2025-06-08 19:45:07.530739
12,2025-06-08 19:45:28.995694
13,2025-06-08 19:45:57.124705
14,2025-06-08 19:46:31.877513
15,2025-06-08 19:47:15.776115
16,2025-06-08 19:47:44.548657
17,2025-06-08 19:48:20.185722
18,2025-06-08 19:49:06.842769
19,2025-06-08 19:49:43.688898
20,2025-06-08 19:50:20.451537
21,2025-06-08 19:51:07.137170
22,2025-06-08 19:51:55.093806
23,2025-06-08 19:53:12.724943
24,2025-06-08 19:53:55.437733
