trial index,timestamp
0,2025-06-08 21:00:22.918255
5,2025-06-08 21:00:57.048450
6,2025-06-08 21:01:17.760493
7,2025-06-08 21:01:38.706366
8,2025-06-08 21:01:54.051973
9,2025-06-08 21:02:16.281582
10,2025-06-08 21:02:34.610692
11,2025-06-08 21:02:58.835428
12,2025-06-08 21:03:25.478099
13,2025-06-08 21:03:49.745851
14,2025-06-08 21:04:17.072606
15,2025-06-08 21:04:43.142315
16,2025-06-08 21:05:19.129537
17,2025-06-08 21:05:43.823486
18,2025-06-08 21:06:11.247953
19,2025-06-08 21:06:56.882833
20,2025-06-08 21:07:29.113288
21,2025-06-08 21:07:53.978881
22,2025-06-08 21:08:20.964294
23,2025-06-08 21:09:27.427103
24,2025-06-08 21:09:51.790151
