trial index,timestamp
0,2025-06-08 20:14:09.563056
5,2025-06-08 20:14:27.222572
6,2025-06-08 20:14:39.613777
7,2025-06-08 20:14:59.912612
8,2025-06-08 20:15:32.180273
9,2025-06-08 20:16:03.607980
10,2025-06-08 20:16:26.879681
11,2025-06-08 20:16:47.565391
12,2025-06-08 20:17:14.469450
13,2025-06-08 20:17:42.355986
14,2025-06-08 20:18:11.418741
15,2025-06-08 20:18:36.715572
16,2025-06-08 20:18:59.651385
17,2025-06-08 20:19:20.988661
18,2025-06-08 20:19:57.638421
19,2025-06-08 20:20:13.124646
20,2025-06-08 20:21:11.244129
21,2025-06-08 20:21:54.985822
22,2025-06-08 20:22:48.688675
23,2025-06-08 20:23:49.575394
24,2025-06-08 20:24:22.420902
