trial index,timestamp
0,2025-06-08 20:24:22.433226
5,2025-06-08 20:24:39.091673
6,2025-06-08 20:25:01.484744
7,2025-06-08 20:25:46.192248
8,2025-06-08 20:26:17.041292
9,2025-06-08 20:26:47.517776
10,2025-06-08 20:27:29.036761
11,2025-06-08 20:27:55.846910
12,2025-06-08 20:28:15.136667
13,2025-06-08 20:28:48.556997
14,2025-06-08 20:29:18.855153
15,2025-06-08 20:29:46.920385
16,2025-06-08 20:30:25.820155
17,2025-06-08 20:31:51.750387
18,2025-06-08 20:32:30.651525
19,2025-06-08 20:33:09.010703
20,2025-06-08 20:33:48.494814
21,2025-06-08 20:34:42.669700
22,2025-06-08 20:35:35.424301
23,2025-06-08 20:36:07.066974
24,2025-06-08 20:36:54.048656
