trial index,timestamp
0,2025-06-08 21:20:48.895244
5,2025-06-08 21:21:13.586467
6,2025-06-08 21:21:29.802093
7,2025-06-08 21:21:49.475172
8,2025-06-08 21:22:12.612132
9,2025-06-08 21:22:34.711182
10,2025-06-08 21:22:58.524184
11,2025-06-08 21:23:30.022333
12,2025-06-08 21:23:56.172202
13,2025-06-08 21:24:19.168874
14,2025-06-08 21:24:51.401294
15,2025-06-08 21:25:25.574669
16,2025-06-08 21:26:01.927094
17,2025-06-08 21:26:36.437150
18,2025-06-08 21:27:14.112077
19,2025-06-08 21:27:56.174368
20,2025-06-08 21:28:42.942839
21,2025-06-08 21:29:37.204946
22,2025-06-08 21:30:41.393823
23,2025-06-08 21:31:38.182926
24,2025-06-08 21:32:44.258575
