trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_H200,skew_exponent_H200,num_islands_H800,skew_exponent_H800,num_islands_H20,skew_exponent_H20
0,warm_start_0,RUNNING,Manual,0.011633592226164535,7,2.0885434648330303,14,-2.7437683246659486,37,0.5352073248150955
1,warm_start_1,RUNNING,Manual,0.0069931426968771965,15,0.5506699985552688,28,-1.4003283711156445,47,1.4063908523181459
2,warm_start_2,RUNNING,Manual,0.012938547577821296,8,2.9334236549258366,35,3.1034397633518758,11,-1.2904977388158523
3,warm_start_3,RUNNING,Manual,0.02018174869766356,13,-0.15352398155228464,61,-4.058115838150299,1,-4.21398274150942
4,warm_start_4,RUNNING,Manual,0.022984346989612832,16,-4.583193156716252,58,1.971879275584575,22,2.139996784320667
5,5_0,RUNNING,BoTorch,10.000051706646003,16,4.5369563580904835,26,-0.14479771503289549,64,3.2868885499545883
5,5_1,RUNNING,BoTorch,9.999911717609029,16,-3.263689967656767,24,-2.5913704317394424,49,-2.4192418633475463
5,5_10,RUNNING,BoTorch,0.01088080727368831,16,-1.9729595318571913,24,-4.114447912409229,4,0.24206044610573665
5,5_11,RUNNING,BoTorch,0.022843172974168064,16,4.281076005315647,25,0.35924297047219883,32,5.0
5,5_12,RUNNING,BoTorch,9.999893133519784,15,1.0419844538414684,31,-5.0,63,-1.577883703248849
5,5_13,RUNNING,BoTorch,0.05895040555754373,16,4.072033403221849,29,4.764855166864503,64,-1.2563840745779828
5,5_14,RUNNING,BoTorch,0.010101014718404364,16,-0.7874999104005367,23,4.632615703559932,29,5.0
5,5_15,RUNNING,BoTorch,0.007869561471395508,16,-3.724323950054425,28,-4.904456690163436,2,4.106799894480274
5,5_2,RUNNING,BoTorch,0.00717725588499263,16,0.7111727137916647,27,-5.0,26,5.0
5,5_3,RUNNING,BoTorch,9.999985015184096,9,-2.222723333620878,27,0.6467521394503466,64,4.906554436094728
5,5_4,RUNNING,BoTorch,0.007195001619551479,16,2.9687171446802134,29,-4.886289081360818,57,-4.2123346396660395
5,5_5,RUNNING,BoTorch,0.020309350200329458,16,0.9567805568808313,23,5.0,50,-1.618301719895968
5,5_6,RUNNING,BoTorch,10.000093225600587,8,3.136250383178068,32,-5.0,64,3.622431985689464
5,5_7,RUNNING,BoTorch,9.99998895474568,16,-4.123052420420379,22,2.830705583516013,36,1.8761172709003369
5,5_8,RUNNING,BoTorch,0.006485253125183146,16,-4.454224328210975,24,-5.0,64,4.53497693192558
5,5_9,RUNNING,BoTorch,0.007120095579596385,9,-1.89129294000957,29,0.3938446061917572,64,-5.0
6,6_0,RUNNING,BoTorch,0.011180266200697224,14,1.2046645290607847,36,-3.3060331488613417,39,0.9963738461310798
6,6_1,RUNNING,BoTorch,0.013820899362597493,13,4.542929867826351,15,-3.5864002539958344,57,0.8968117975656029
6,6_10,RUNNING,BoTorch,0.010252866285794816,12,-5.0,23,-4.755266965913033,2,1.1015399490481474
6,6_11,RUNNING,BoTorch,9.999878799747353,14,-5.0,52,-3.571675226386001,63,1.4351868842510447
6,6_12,RUNNING,BoTorch,0.008606570927247679,16,5.0,14,-5.0,53,1.1755128351968671
6,6_13,RUNNING,BoTorch,10.000056942809653,16,5.0,50,0.4380974686973918,18,0.61500399130932
6,6_14,RUNNING,BoTorch,0.015013269631817459,8,2.3602953441549186,47,0.8162786686292657,5,-3.5459658185144773
6,6_15,RUNNING,BoTorch,0.011131492841951257,12,0.9650978815316366,16,-5.0,12,-5.0
6,6_2,RUNNING,BoTorch,0.01211785594768856,16,-4.075441808209288,48,-2.5357339828474,16,1.1551781793090552
6,6_3,RUNNING,BoTorch,0.01126219234481082,13,5.0,37,-3.7888825169675453,52,-5.0
6,6_4,RUNNING,BoTorch,0.009355229389967119,12,5.0,34,0.09268100109370007,9,0.4931781102515352
6,6_5,RUNNING,BoTorch,9.999867352630378,13,5.0,58,0.033004590356567255,64,1.2409491910862602
6,6_6,RUNNING,BoTorch,9.999897445521759,16,-5.0,37,-5.0,27,1.3821341107881684
6,6_7,RUNNING,BoTorch,0.009694474418185196,11,1.2515456450311335,12,5.0,56,-0.9223508124770758
6,6_8,RUNNING,BoTorch,0.03546003827831196,15,-5.0,41,-0.5139804576102968,39,-5.0
6,6_9,RUNNING,BoTorch,9.999910292830059,12,5.0,20,-1.2940593801019549,60,0.5342036698723907
7,7_0,RUNNING,BoTorch,0.008843800629879718,16,4.321470346844958,12,-4.370394808021063,55,-3.5001635326380502
7,7_1,RUNNING,BoTorch,9.999910454511133,16,1.9751468777423342,38,-1.4431853056958088,42,2.67361191950385
7,7_10,RUNNING,BoTorch,10.000213377258584,16,-1.3198414691716944,49,-1.445688963892035,37,0.4948568691134969
7,7_11,RUNNING,BoTorch,9.999827444042563,16,0.5761436461635628,34,0.14406444137202634,46,1.5888240721257194
7,7_12,RUNNING,BoTorch,0.0202419915823501,11,-1.7366907815243753,64,-3.48458372956142,12,-5.0
7,7_13,RUNNING,BoTorch,0.020564674247515048,16,2.5847410212718787,1,0.3208699428141286,5,5.0
7,7_14,RUNNING,BoTorch,0.022703318297762388,13,-0.1442661686922674,57,-3.668063875061409,15,0.9065253692028676
7,7_15,RUNNING,BoTorch,0.03090840203774771,16,2.6717614269295384,46,-1.7857821769080204,42,-4.3823697610086985
