trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_H200,skew_exponent_H200,num_islands_H800,skew_exponent_H800,num_islands_H20,skew_exponent_H20
0,warm_start_0,RUNNING,Manual,0.030907462022058504,5,-2.1236173241658407,51,1.7894089590230964,42,-4.752273671187033
1,warm_start_1,RUNNING,Manual,9.999969075823255,12,-4.091878869714897,48,-3.4276116276743815,60,3.989965649027223
2,warm_start_2,RUNNING,Manual,0.01309548217519603,3,3.999681391966858,32,3.805909973390989,30,-1.8421183713750233
3,warm_start_3,RUNNING,Manual,0.014572778280240357,3,-0.4160454678809531,17,4.197276777408899,41,-4.769689437972808
4,warm_start_4,RUNNING,Manual,0.007370087642383783,6,-2.3508215133740027,29,0.38901379786063295,41,3.01816712935144
5,5_0,RUNNING,BoTorch,0.03856495031037072,4,-5.0,1,-0.06077018655466093,22,5.0
5,5_1,RUNNING,BoTorch,0.015030806403373297,5,5.0,6,5.0,61,5.0
5,5_10,RUNNING,BoTorch,0.021005658674994713,4,5.0,1,0.5171171815302533,64,4.633280347221434
5,5_11,RUNNING,BoTorch,0.0957631949761282,2,-5.0,1,-5.0,1,-5.0
5,5_12,RUNNING,BoTorch,0.057503026258799425,1,5.0,1,-5.0,20,-5.0
5,5_13,RUNNING,BoTorch,0.0364331005725382,5,5.0,1,-2.4939785898920244,27,-2.145191437698017
5,5_14,RUNNING,BoTorch,9.99999531894568,4,5.0,64,5.0,64,5.0
5,5_15,RUNNING,BoTorch,0.09579311969982057,2,-5.0,1,2.823928090238271,1,-5.0
5,5_2,RUNNING,BoTorch,0.009068674750015503,3,3.539547721698721,23,-3.729850580680333,64,5.0
5,5_3,RUNNING,BoTorch,0.04349451548848041,6,-4.782974589309011,1,5.0,1,0.5685250726621128
5,5_4,RUNNING,BoTorch,0.040288429504957035,5,5.0,1,-4.532491958340894,9,-5.0
5,5_5,RUNNING,BoTorch,0.006785966444617455,3,-5.0,64,0.9104573382173391,55,5.0
5,5_6,RUNNING,BoTorch,0.00531259119364492,3,-5.0,64,-5.0,4,5.0
5,5_7,RUNNING,BoTorch,0.025251175461920173,6,5.0,1,5.0,30,-5.0
5,5_8,RUNNING,BoTorch,0.027539897871193358,4,-5.0,64,5.0,27,5.0
5,5_9,RUNNING,BoTorch,0.01974676774307233,5,5.0,1,-5.0,64,-5.0
