trial index,timestamp
0,2025-06-06 01:09:34.206662
5,2025-06-06 01:10:18.956985
6,2025-06-06 01:10:50.783157
7,2025-06-06 01:11:57.566677
8,2025-06-06 01:12:24.459603
9,2025-06-06 01:12:59.715677
10,2025-06-06 01:13:44.597553
11,2025-06-06 01:14:25.219876
12,2025-06-06 01:15:19.348230
13,2025-06-06 01:16:30.207743
14,2025-06-06 01:17:14.536900
15,2025-06-06 01:18:02.159396
16,2025-06-06 01:19:50.914086
17,2025-06-06 01:21:02.899873
18,2025-06-06 01:22:49.931545
19,2025-06-06 01:24:26.527382
20,2025-06-06 01:25:54.919446
21,2025-06-06 01:27:34.117944
22,2025-06-06 01:29:22.658475
23,2025-06-06 01:31:07.248798
24,2025-06-06 01:32:18.436718
