trial index,timestamp
0,2025-06-06 00:18:56.336046
5,2025-06-06 00:19:29.582388
6,2025-06-06 00:20:00.914903
7,2025-06-06 00:20:46.516429
8,2025-06-06 00:21:39.039073
9,2025-06-06 00:22:41.112679
10,2025-06-06 00:23:15.157930
11,2025-06-06 00:23:54.897811
12,2025-06-06 00:24:39.926112
13,2025-06-06 00:25:52.471828
14,2025-06-06 00:26:42.230865
15,2025-06-06 00:27:34.046907
16,2025-06-06 00:29:22.187237
17,2025-06-06 00:30:21.231727
18,2025-06-06 00:31:46.349852
19,2025-06-06 00:33:13.275642
20,2025-06-06 00:34:34.494441
21,2025-06-06 00:35:36.149985
22,2025-06-06 00:36:39.569924
23,2025-06-06 00:37:28.993594
24,2025-06-06 00:38:31.031367
