trial index,timestamp
0,2025-06-05 22:24:30.048552
5,2025-06-05 22:24:58.666165
6,2025-06-05 22:25:14.857385
7,2025-06-05 22:25:42.007578
8,2025-06-05 22:26:19.204099
9,2025-06-05 22:26:39.518445
10,2025-06-05 22:27:06.732661
11,2025-06-05 22:27:31.051015
12,2025-06-05 22:28:03.903987
13,2025-06-05 22:28:45.082130
14,2025-06-05 22:29:18.190297
15,2025-06-05 22:29:51.852469
16,2025-06-05 22:30:46.287645
17,2025-06-05 22:31:19.103133
18,2025-06-05 22:32:03.534585
19,2025-06-05 22:32:30.673272
20,2025-06-05 22:33:26.089348
21,2025-06-05 22:34:11.685608
22,2025-06-05 22:35:23.985184
23,2025-06-05 22:36:33.241196
24,2025-06-05 22:37:32.312391
