trial index,timestamp
0,2025-06-05 09:43:35.049524
5,2025-06-05 09:43:56.894516
6,2025-06-05 09:44:05.850924
7,2025-06-05 09:44:09.232005
8,2025-06-05 09:44:12.604050
9,2025-06-05 09:44:16.150044
10,2025-06-05 09:44:27.858220
11,2025-06-05 09:44:32.870097
12,2025-06-05 09:44:41.235378
13,2025-06-05 09:44:51.583899
14,2025-06-05 09:44:58.964676
15,2025-06-05 09:45:07.963874
16,2025-06-05 09:45:20.591592
17,2025-06-05 09:45:33.992216
18,2025-06-05 09:45:41.854833
19,2025-06-05 09:45:56.473728
20,2025-06-05 09:46:04.008648
21,2025-06-05 09:46:12.501208
22,2025-06-05 09:46:26.867526
23,2025-06-05 09:46:46.145929
24,2025-06-05 09:46:51.794484
