trial index,timestamp
0,2025-06-05 10:00:50.852354
5,2025-06-05 10:01:02.749055
6,2025-06-05 10:01:07.703192
7,2025-06-05 10:01:14.426479
8,2025-06-05 10:01:20.137922
9,2025-06-05 10:01:25.858371
10,2025-06-05 10:01:29.899257
11,2025-06-05 10:01:33.485276
12,2025-06-05 10:01:38.928874
13,2025-06-05 10:01:44.827892
14,2025-06-05 10:01:48.544148
15,2025-06-05 10:01:53.218694
16,2025-06-05 10:01:58.947770
17,2025-06-05 10:02:03.077942
18,2025-06-05 10:02:11.701799
19,2025-06-05 10:02:17.871646
20,2025-06-05 10:02:23.901186
21,2025-06-05 10:02:31.659994
22,2025-06-05 10:02:38.723072
23,2025-06-05 10:02:46.458397
24,2025-06-05 10:02:53.613665
