trial index,timestamp
0,2025-06-05 09:41:20.505819
5,2025-06-05 09:41:41.893620
6,2025-06-05 09:41:47.589406
7,2025-06-05 09:41:54.137300
8,2025-06-05 09:42:04.277884
9,2025-06-05 09:42:08.245065
10,2025-06-05 09:42:11.278172
11,2025-06-05 09:42:18.441531
12,2025-06-05 09:42:24.941994
13,2025-06-05 09:42:29.818536
14,2025-06-05 09:42:35.282236
15,2025-06-05 09:42:46.248519
16,2025-06-05 09:42:51.861095
17,2025-06-05 09:42:54.547155
18,2025-06-05 09:43:01.580970
19,2025-06-05 09:43:08.187254
20,2025-06-05 09:43:12.002745
21,2025-06-05 09:43:19.233910
22,2025-06-05 09:43:22.676454
23,2025-06-05 09:43:30.551938
24,2025-06-05 09:43:35.040981
