trial index,timestamp
0,2025-06-05 09:52:00.445633
5,2025-06-05 09:52:10.442253
6,2025-06-05 09:52:12.805860
7,2025-06-05 09:52:19.965089
8,2025-06-05 09:52:22.241651
9,2025-06-05 09:52:34.278118
10,2025-06-05 09:52:40.882527
11,2025-06-05 09:52:52.437443
12,2025-06-05 09:52:59.511355
13,2025-06-05 09:53:08.500732
14,2025-06-05 09:53:15.910546
15,2025-06-05 09:53:27.148543
16,2025-06-05 09:53:38.467290
17,2025-06-05 09:53:47.435868
18,2025-06-05 09:54:06.028494
19,2025-06-05 09:54:10.862861
20,2025-06-05 09:54:19.410985
21,2025-06-05 09:54:30.036972
22,2025-06-05 09:54:36.296413
23,2025-06-05 09:54:46.160167
24,2025-06-05 09:54:56.688269
