trial index,timestamp
0,2025-06-05 09:39:02.259625
5,2025-06-05 09:39:21.349056
6,2025-06-05 09:39:27.542069
7,2025-06-05 09:39:32.142437
8,2025-06-05 09:39:38.100097
9,2025-06-05 09:39:41.939110
10,2025-06-05 09:39:44.515704
11,2025-06-05 09:39:49.465575
12,2025-06-05 09:39:51.708708
13,2025-06-05 09:39:58.105147
14,2025-06-05 09:40:02.825300
15,2025-06-05 09:40:15.029063
16,2025-06-05 09:40:28.150617
17,2025-06-05 09:40:32.891539
18,2025-06-05 09:40:36.327400
19,2025-06-05 09:40:42.585561
20,2025-06-05 09:40:48.927728
21,2025-06-05 09:40:58.019682
22,2025-06-05 09:41:03.938361
23,2025-06-05 09:41:10.650815
24,2025-06-05 09:41:20.497300
