trial index,timestamp
0,2025-06-05 09:49:33.803799
5,2025-06-05 09:49:44.526934
6,2025-06-05 09:49:46.766683
7,2025-06-05 09:49:50.880874
8,2025-06-05 09:50:02.784151
9,2025-06-05 09:50:06.848026
10,2025-06-05 09:50:13.260123
11,2025-06-05 09:50:20.179680
12,2025-06-05 09:50:25.068125
13,2025-06-05 09:50:30.566496
14,2025-06-05 09:50:33.876764
15,2025-06-05 09:50:38.088480
16,2025-06-05 09:50:42.325299
17,2025-06-05 09:50:50.145721
18,2025-06-05 09:50:57.016138
19,2025-06-05 09:51:02.169064
20,2025-06-05 09:51:11.315670
21,2025-06-05 09:51:23.763351
22,2025-06-05 09:51:38.267317
23,2025-06-05 09:51:46.821052
24,2025-06-05 09:52:00.437151
