trial index,timestamp
0,2025-06-05 09:36:21.934804
5,2025-06-05 09:36:35.150386
6,2025-06-05 09:36:38.664073
7,2025-06-05 09:36:42.483090
8,2025-06-05 09:36:48.958861
9,2025-06-05 09:36:53.667665
10,2025-06-05 09:36:58.007635
11,2025-06-05 09:37:02.131008
12,2025-06-05 09:37:08.364341
13,2025-06-05 09:37:13.590319
14,2025-06-05 09:37:21.819958
15,2025-06-05 09:37:26.580498
16,2025-06-05 09:37:29.514255
17,2025-06-05 09:37:38.850744
18,2025-06-05 09:37:53.136344
19,2025-06-05 09:38:02.690691
20,2025-06-05 09:38:12.693731
21,2025-06-05 09:38:25.654872
22,2025-06-05 09:38:39.007797
23,2025-06-05 09:38:50.748222
24,2025-06-05 09:39:02.250464
