trial index,timestamp
0,2025-06-05 09:57:42.623756
5,2025-06-05 09:58:00.343171
6,2025-06-05 09:58:10.951655
7,2025-06-05 09:58:22.429059
8,2025-06-05 09:58:27.955078
9,2025-06-05 09:58:33.003450
10,2025-06-05 09:58:37.249816
11,2025-06-05 09:58:46.658532
12,2025-06-05 09:58:54.383448
13,2025-06-05 09:59:01.987140
14,2025-06-05 09:59:14.228853
15,2025-06-05 09:59:24.359577
16,2025-06-05 09:59:32.456376
17,2025-06-05 09:59:48.650149
18,2025-06-05 09:59:52.406910
19,2025-06-05 10:00:02.163361
20,2025-06-05 10:00:09.210356
21,2025-06-05 10:00:20.164524
22,2025-06-05 10:00:28.227906
23,2025-06-05 10:00:40.752325
24,2025-06-05 10:00:50.843449
