trial index,timestamp
0,2025-06-05 09:46:51.802996
5,2025-06-05 09:47:08.205237
6,2025-06-05 09:47:12.793856
7,2025-06-05 09:47:16.489703
8,2025-06-05 09:47:26.698119
9,2025-06-05 09:47:33.585159
10,2025-06-05 09:47:42.372788
11,2025-06-05 09:47:47.768034
12,2025-06-05 09:47:54.224724
13,2025-06-05 09:48:00.476426
14,2025-06-05 09:48:15.878677
15,2025-06-05 09:48:20.693253
16,2025-06-05 09:48:28.635785
17,2025-06-05 09:48:36.656912
18,2025-06-05 09:48:41.304650
19,2025-06-05 09:48:48.740710
20,2025-06-05 09:48:56.198393
21,2025-06-05 09:49:06.708930
22,2025-06-05 09:49:14.439893
23,2025-06-05 09:49:24.759439
24,2025-06-05 09:49:33.795219
