trial index,timestamp
0,2025-06-10 11:36:56.594391
5,2025-06-10 11:37:42.200755
6,2025-06-10 11:38:21.280243
7,2025-06-10 11:39:19.371805
8,2025-06-10 11:40:58.301448
9,2025-06-10 11:42:37.169350
10,2025-06-10 11:44:06.824196
11,2025-06-10 11:46:28.436972
12,2025-06-10 11:49:51.901130
13,2025-06-10 11:52:20.568116
14,2025-06-10 11:53:46.664620
15,2025-06-10 11:55:34.013303
16,2025-06-10 11:58:34.901797
17,2025-06-10 12:01:14.130564
18,2025-06-10 12:02:52.277358
19,2025-06-10 12:05:42.717246
