trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_H200,skew_exponent_H200,num_islands_H800,skew_exponent_H800,num_islands_H20,skew_exponent_H20
0,warm_start_0,RUNNING,Manual,0.020107802181956992,31,-2.4784143650733705,26,-1.8718120876955826,1,-3.691061164069964
1,warm_start_1,RUNNING,Manual,10.000028573658247,23,0.46647956990426476,14,2.8229964469445354,23,-1.3763512832670433
2,warm_start_2,RUNNING,Manual,0.016655598695584986,26,4.878954284299757,26,0.8166644215579666,15,0.8661747190925082
3,warm_start_3,RUNNING,Manual,0.02060441787538177,8,-1.1262222377820574,12,-2.7284174612864542,9,-2.327909767210763
4,warm_start_4,RUNNING,Manual,0.015441384395731114,26,-3.3606971553989187,9,-0.44822776205110326,8,3.5227421221960604
5,5_0,RUNNING,BoTorch,0.012418138445774293,15,-3.224023910077849,10,-3.139478631927654,3,1.225766831758005
5,5_1,RUNNING,BoTorch,0.008336712474354495,32,-2.739005371738803,3,-2.114832055000247,31,-5.0
5,5_10,RUNNING,BoTorch,0.02009429188457632,32,5.0,32,3.9009756358003926,1,5.0
5,5_11,RUNNING,BoTorch,0.020068326684571806,32,5.0,1,-1.2104441363960006,1,-5.0
5,5_12,RUNNING,BoTorch,0.03574962600363629,1,5.0,2,0.6838647720730708,38,5.0
5,5_13,RUNNING,BoTorch,0.030433150358501672,1,-0.33478005854393056,1,-5.0,49,-5.0
5,5_14,RUNNING,BoTorch,0.020019302354798724,32,-1.9068020319299201,5,-5.0,1,-5.0
5,5_15,RUNNING,BoTorch,0.14135590923226765,1,1.2043277098295397,1,-4.358375600748129,1,5.0
5,5_2,RUNNING,BoTorch,0.020009629036647925,9,-2.1107285882095486,32,-1.6643112700327531,1,5.0
5,5_3,RUNNING,BoTorch,0.02035261114156876,26,0.08040412393208604,31,-4.370861111904214,1,-5.0
5,5_4,RUNNING,BoTorch,0.04798284466621724,1,-3.337222322735989,5,-0.8907685053530823,1,-5.0
5,5_5,RUNNING,BoTorch,0.020193713879852165,18,5.0,32,-2.1443132674399052,2,5.0
5,5_6,RUNNING,BoTorch,0.01988068411060066,32,-1.3687743608980605,1,-2.9387971900158494,1,5.0
5,5_7,RUNNING,BoTorch,0.020083771798459746,32,-5.0,32,0.6997351288136847,1,-0.22172206605441183
5,5_8,RUNNING,BoTorch,0.006974941843975485,10,-2.8615800737389314,32,-2.5831189928717673,39,1.227942208581637
5,5_9,RUNNING,BoTorch,10.000107471230596,32,5.0,32,-0.6945779321500372,51,-5.0
6,6_0,RUNNING,BoTorch,0.0645166720018657,1,5.0,1,1.2855235492221937,16,5.0
6,6_1,RUNNING,BoTorch,0.052479486621268015,1,5.0,1,4.2446358826820125,28,5.0
6,6_10,RUNNING,BoTorch,0.03197905200950586,1,-5.0,1,-5.0,51,-5.0
6,6_11,RUNNING,BoTorch,0.13034238880969315,1,5.0,1,2.204241726241471,2,5.0
6,6_12,RUNNING,BoTorch,0.02203940521985377,31,-5.0,1,-2.9025138345176185,49,-5.0
6,6_13,RUNNING,BoTorch,0.06808327075176554,1,5.0,1,2.992679107172426,15,-5.0
6,6_14,RUNNING,BoTorch,0.04652854769450539,1,2.955959284368612,1,-5.0,27,5.0
6,6_15,RUNNING,BoTorch,9.999842995780194,26,-5.0,1,-3.1975227972165277,54,-5.0
6,6_2,RUNNING,BoTorch,0.005625292452491472,24,-1.696909064525936,32,-5.0,30,5.0
6,6_3,RUNNING,BoTorch,10.000039183330907,30,-2.9773896246815945,1,-5.0,64,-5.0
6,6_4,RUNNING,BoTorch,0.02646988288917931,32,-5.0,32,-0.5451754171906452,34,-5.0
6,6_5,RUNNING,BoTorch,0.05948817857639385,1,5.0,1,-1.266520331526225,19,-5.0
6,6_6,RUNNING,BoTorch,0.010636739739830484,1,5.0,32,1.6638018452180847,6,-5.0
6,6_7,RUNNING,BoTorch,0.011192214485049697,1,-5.0,32,5.0,1,5.0
6,6_8,RUNNING,BoTorch,0.020702862984180285,32,-5.0,1,-5.0,38,-5.0
6,6_9,RUNNING,BoTorch,9.999878494150671,32,-5.0,1,-0.5528321373857644,64,-5.0
7,7_0,RUNNING,BoTorch,0.021384794631830135,32,-5.0,1,-4.7227398533467655,47,-4.448052407484245
7,7_1,RUNNING,BoTorch,9.999982306700545,32,-5.0,1,5.0,48,5.0
7,7_10,RUNNING,BoTorch,10.000007537452207,32,5.0,32,5.0,46,5.0
