trial_index,arm_name,trial_status,generation_method,rho_max,count_DGX-B300_0,count_DGX-B300_1,count_DGX-B300_2,count_DGX-B300_3,count_DGX-B300_4,count_DGX-B300_5,count_DGX-B300_6,count_DGX-B300_7,count_DGX-B300_8,count_DGX-B300_9,count_DGX-B300_10,count_DGX-B300_11,count_DGX-B300_12,count_DGX-B300_13,count_DGX-B300_14,count_DGX-B300_15,count_H200_0,count_H200_1,count_H200_2,count_H200_3,count_H200_4,count_H200_5,count_H200_6,count_H200_7,count_H200_8,count_H200_9,count_H200_10,count_H200_11,count_H200_12,count_H200_13,count_H200_14,count_H200_15
0,warm_start_0,RUNNING,Manual,0.007838375472279982,40,43,29,4,0,3,3,2,2,0,0,2,0,0,0,0,2,205,47,1,1,0,0,0,0,0,0,0,0,0,0,0
1,warm_start_1,RUNNING,Manual,0.010644147635260151,43,39,13,21,1,1,7,0,3,0,0,0,0,0,0,0,6,133,98,6,10,1,2,0,0,0,0,0,0,0,0,0
2,warm_start_2,RUNNING,Manual,0.006536569070393621,30,14,35,12,27,0,3,3,2,0,0,2,0,0,0,0,66,64,60,18,21,17,2,6,1,0,1,0,0,0,0,0
3,warm_start_3,RUNNING,Manual,0.013854999503903691,49,62,16,0,1,0,0,0,0,0,0,0,0,0,0,0,179,36,20,21,0,0,0,0,0,0,0,0,0,0,0,0
4,warm_start_4,RUNNING,Manual,0.009576337230233423,81,29,5,8,5,0,0,0,0,0,0,0,0,0,0,0,100,27,20,22,56,24,2,0,0,5,0,0,0,0,0,0
5,5_0,RUNNING,BoTorch,0.021751969716841225,0,0,125,0,3,0,0,0,0,0,0,0,0,0,0,0,0,64,0,8,69,115,0,0,0,0,0,0,0,0,0,0
5,5_1,RUNNING,BoTorch,0.01393171210622583,0,0,18,0,110,0,0,0,0,0,0,0,0,0,0,0,0,44,0,4,26,0,12,2,15,0,1,0,3,20,125,3
5,5_2,RUNNING,BoTorch,0.014049362943583974,0,0,25,0,0,0,0,0,0,0,103,0,0,0,0,0,0,1,0,3,16,53,26,13,136,2,0,0,6,0,0,0
5,5_3,RUNNING,BoTorch,0.01786357604197402,0,0,59,0,46,0,0,0,0,0,23,0,0,0,0,0,0,10,0,0,0,0,0,52,0,0,0,194,0,0,0,0
5,5_4,RUNNING,BoTorch,9.999896236892718,0,0,5,0,3,0,0,0,5,0,0,0,0,9,0,107,0,12,0,6,1,0,0,33,0,0,3,0,0,104,0,96
5,5_5,RUNNING,BoTorch,0.0035260490961763007,5,2,12,6,1,4,32,11,6,4,7,3,5,19,2,7,0,2,21,3,35,17,52,10,3,8,3,18,2,70,5,4
