trial index,timestamp
0,2025-06-10 22:16:41.107800
5,2025-06-10 22:17:40.516131
6,2025-06-10 22:19:14.528674
7,2025-06-10 22:20:21.265527
8,2025-06-10 22:21:32.966547
9,2025-06-10 22:22:14.226836
10,2025-06-10 22:23:06.296210
11,2025-06-10 22:24:29.312230
12,2025-06-10 22:26:52.646138
13,2025-06-10 22:28:45.195675
14,2025-06-10 22:31:08.931940
15,2025-06-10 22:32:41.499580
16,2025-06-10 22:35:00.859649
17,2025-06-10 22:37:14.949260
18,2025-06-10 22:41:03.437500
19,2025-06-10 22:44:36.957653
