trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_H200,skew_exponent_H200,num_islands_H800,skew_exponent_H800,num_islands_H20,skew_exponent_H20
0,warm_start_0,RUNNING,Manual,0.08078200189034694,11,0.3198540036300459,8,-0.35170619786142154,3,-4.239603291859715
1,warm_start_1,RUNNING,Manual,0.013927015422290953,12,3.534551575336252,23,3.44324897120401,12,-2.3113195683383827
2,warm_start_2,RUNNING,Manual,0.019358853056180625,32,-4.5457859571659744,5,-4.189645880167509,38,0.052227644855477706
3,warm_start_3,RUNNING,Manual,0.08045626695955077,11,0.5587587039331314,22,-3.511631574430588,1,3.0486133626340486
4,warm_start_4,RUNNING,Manual,0.024730185664748005,17,2.1957497469529166,18,-4.677149003277659,41,3.8412872353376297
5,5_0,RUNNING,BoTorch,9.999953265166324,17,4.096990416184055,22,0.014027172567356007,40,1.268713206482569
5,5_1,RUNNING,BoTorch,0.08013758270169864,1,4.485053605755225,2,5.0,1,-5.0
5,5_10,RUNNING,BoTorch,0.018680035450973523,13,3.3360748163071103,32,5.0,64,5.0
5,5_11,RUNNING,BoTorch,0.018214559609897162,9,-4.759083968273788,1,-5.0,9,5.0
5,5_12,RUNNING,BoTorch,0.04153289322802971,28,4.102946126592095,1,-5.0,14,5.0
5,5_13,RUNNING,BoTorch,0.015362618702393398,7,4.448366536643093,32,-5.0,52,-5.0
5,5_14,RUNNING,BoTorch,10.000058023200141,32,-2.7373760526034885,32,5.0,40,5.0
5,5_15,RUNNING,BoTorch,0.043406216053262135,19,5.0,1,-0.44626072692336904,21,5.0
5,5_2,RUNNING,BoTorch,0.08027196244859404,29,3.6484805454703007,32,5.0,1,-5.0
5,5_3,RUNNING,BoTorch,0.012991447330914528,1,3.1341966542592687,32,5.0,41,-5.0
5,5_4,RUNNING,BoTorch,0.014946831576205613,14,4.284035514683369,32,-5.0,1,5.0
5,5_5,RUNNING,BoTorch,10.000089442666448,25,3.2271446987804993,1,5.0,37,-5.0
5,5_6,RUNNING,BoTorch,0.015366449800735893,17,-5.0,16,4.975370265260678,64,5.0
5,5_7,RUNNING,BoTorch,0.08051472521099756,32,-5.0,32,3.1245779306973516,1,-5.0
5,5_8,RUNNING,BoTorch,0.02480390949237548,1,3.7925965762656433,1,-5.0,37,5.0
5,5_9,RUNNING,BoTorch,9.99998553581624,32,-2.63046349272355,1,-5.0,64,-5.0
6,6_0,RUNNING,BoTorch,0.06447573915712293,27,-5.0,1,-5.0,29,5.0
6,6_1,RUNNING,BoTorch,0.041012818679707484,26,5.0,1,-0.47773176807416956,12,5.0
6,6_10,RUNNING,BoTorch,0.04153683843631993,32,-5.0,1,2.157250131126445,14,5.0
6,6_11,RUNNING,BoTorch,0.0801659465948363,32,-5.0,1,-5.0,1,-5.0
6,6_12,RUNNING,BoTorch,0.08053298479134359,1,5.0,1,-2.9989756035654525,20,-5.0
6,6_13,RUNNING,BoTorch,10.00011397649634,32,5.0,32,-5.0,28,5.0
6,6_14,RUNNING,BoTorch,0.044559502075457585,1,5.0,1,0.16625034663696325,17,5.0
6,6_15,RUNNING,BoTorch,0.011194346612052099,19,-5.0,32,-1.2882341014987941,12,5.0
6,6_2,RUNNING,BoTorch,0.01808940950833242,1,-5.0,1,5.0,55,-5.0
6,6_3,RUNNING,BoTorch,0.011692551509866958,1,5.0,32,-1.045845107712604,16,5.0
6,6_4,RUNNING,BoTorch,0.0810030162365772,18,5.0,32,-5.0,25,-5.0
6,6_5,RUNNING,BoTorch,0.010794472654474585,1,-5.0,32,5.0,25,5.0
6,6_6,RUNNING,BoTorch,0.0806749664687174,32,-5.0,32,-0.8426679953418329,15,-5.0
6,6_7,RUNNING,BoTorch,0.016558886827468675,11,5.0,1,-5.0,24,5.0
6,6_8,RUNNING,BoTorch,0.016127552852474893,1,-5.0,1,0.5820316518341084,64,5.0
6,6_9,RUNNING,BoTorch,10.000158595930206,32,5.0,32,-5.0,28,-5.0
7,7_0,RUNNING,BoTorch,0.01607024047656654,21,-5.0,1,-5.0,39,1.0675436590553735
7,7_1,RUNNING,BoTorch,0.08074016216867894,18,2.5768949422688014,32,-5.0,14,-5.0
7,7_10,RUNNING,BoTorch,0.018428525736419805,1,-5.0,1,-5.0,52,5.0
7,7_11,RUNNING,BoTorch,0.013655148147513627,23,-5.0,1,-5.0,44,-5.0
7,7_12,RUNNING,BoTorch,0.08041499032286509,15,-5.0,32,5.0,1,5.0
7,7_13,RUNNING,BoTorch,0.015411861678552524,18,-5.0,32,-5.0,45,5.0
7,7_14,RUNNING,BoTorch,0.00893345914132548,1,5.0,14,-5.0,64,2.8366632094368383
7,7_15,RUNNING,BoTorch,0.08094235346317177,15,-5.0,32,-5.0,22,-5.0
7,7_2,RUNNING,BoTorch,0.012480101059299743,14,-5.0,32,-5.0,31,-5.0
7,7_3,RUNNING,BoTorch,9.999979513577662,8,-5.0,32,-5.0,45,5.0
7,7_4,RUNNING,BoTorch,0.08041880435804792,32,5.0,32,-5.0,2,5.0
7,7_5,RUNNING,BoTorch,0.08068743651530137,22,-5.0,1,-5.0,16,-5.0
7,7_6,RUNNING,BoTorch,0.013144343087265432,1,-5.0,32,5.0,9,5.0
7,7_7,RUNNING,BoTorch,0.01623888300709982,1,5.0,1,5.0,64,-5.0
7,7_8,RUNNING,BoTorch,0.0807156311587195,16,5.0,1,-4.200187829479241,13,-5.0
7,7_9,RUNNING,BoTorch,0.012919636237353153,1,-5.0,32,-1.8646619165745655,23,-5.0
8,8_0,RUNNING,BoTorch,0.013053112290836472,23,-5.0,1,-5.0,30,5.0
8,8_1,RUNNING,BoTorch,9.999821577307227,5,5.0,22,-3.971216524780293,57,-5.0
8,8_10,RUNNING,BoTorch,0.01114553592014928,3,5.0,24,-5.0,30,0.5111425719581318
8,8_11,RUNNING,BoTorch,0.027629709372981343,1,-5.0,1,3.864954254592225,33,-2.5713727343886
8,8_12,RUNNING,BoTorch,0.048057629516204146,1,5.0,4,-1.5900211336249572,6,5.0
8,8_13,RUNNING,BoTorch,0.0099609736963623,9,-5.0,32,-0.9072027128486893,18,5.0
8,8_14,RUNNING,BoTorch,0.01591682730732255,1,-5.0,32,-1.7572707944058665,32,-5.0
8,8_15,RUNNING,BoTorch,0.012848476214527064,24,-5.0,1,-5.0,6,-3.4762720292912683
8,8_2,RUNNING,BoTorch,0.02787171196848185,1,5.0,1,-1.2953187921879938,32,2.9645059538503156
8,8_3,RUNNING,BoTorch,0.09312520226870116,9,5.0,1,-0.09176213902033309,56,-5.0
8,8_4,RUNNING,BoTorch,10.000205887698256,22,-5.0,1,-1.9193518893174644,28,5.0
8,8_5,RUNNING,BoTorch,0.014746661368048317,10,-5.0,1,-5.0,57,5.0
8,8_6,RUNNING,BoTorch,0.013560740338668284,23,-5.0,19,-0.6387936128315715,2,5.0
8,8_7,RUNNING,BoTorch,0.01233889278281263,10,-5.0,32,2.144827889430284,21,-5.0
8,8_8,RUNNING,BoTorch,0.01612009478255874,1,5.0,32,-0.9923939294603247,55,2.898588737803757
8,8_9,RUNNING,BoTorch,0.08877303558205452,16,5.0,32,-5.0,55,-5.0
9,9_0,RUNNING,BoTorch,0.0812378287257407,20,-5.0,32,-4.894211983386151,35,-5.0
9,9_1,RUNNING,BoTorch,0.08079221428394544,10,4.855900984988741,29,-4.933136648555207,26,-4.20674257380889
9,9_10,RUNNING,BoTorch,0.01458362689061742,2,-2.759220222821022,4,2.680897534907558,53,0.570706255096477
9,9_11,RUNNING,BoTorch,0.013168561620267352,21,-5.0,32,1.4974128614018363,4,4.2136362688766695
9,9_12,RUNNING,BoTorch,0.01851684726372944,11,4.973082224275488,25,-5.0,13,0.002083841159874494
