trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_H200,skew_exponent_H200,num_islands_H800,skew_exponent_H800,num_islands_H20,skew_exponent_H20
0,warm_start_0,RUNNING,Manual,0.016598555436530108,10,-3.5941590861494843,4,3.6076823252460066,2,-2.7983090650366638
1,warm_start_1,RUNNING,Manual,0.008890566030389303,5,0.5948973389310064,17,-4.871963179401212,46,-0.15617769516969826
2,warm_start_2,RUNNING,Manual,0.01624671229891954,26,3.540241662093308,8,-3.966742753415943,23,-4.450307203588587
3,warm_start_3,RUNNING,Manual,0.046013587861573016,27,4.9238555357352105,26,1.5142436295345316,15,4.674480317706012
4,warm_start_4,RUNNING,Manual,10.00003817786939,18,-2.761293009562177,30,3.1070412126445905,59,-2.607766945641774
5,5_0,RUNNING,BoTorch,0.06424536427908045,16,3.3323072877086535,15,-2.625426109668889,19,1.728320291762337
5,5_1,RUNNING,BoTorch,0.08222151018562326,10,1.0815965691035831,4,-5.0,45,-5.0
5,5_10,RUNNING,BoTorch,0.08021579850844411,32,5.0,23,-1.1220520743157112,1,-2.7300051659611624
5,5_11,RUNNING,BoTorch,0.015901446911959848,1,-5.0,15,-5.0,45,5.0
5,5_12,RUNNING,BoTorch,10.000061527569649,21,1.452247602153414,1,-5.0,61,-2.570640875383524
5,5_13,RUNNING,BoTorch,0.009981099745829298,3,3.5695271719354373,32,-3.640119480778082,25,5.0
5,5_14,RUNNING,BoTorch,0.020544009632443575,12,5.0,8,-3.1846356469367896,41,4.868085193444343
5,5_15,RUNNING,BoTorch,10.000057528668842,32,4.474339318231061,1,1.0130524032117263,22,0.44836541958415754
5,5_2,RUNNING,BoTorch,0.018926276442066122,27,0.41696400940718675,2,0.25578864192752293,1,-5.0
5,5_3,RUNNING,BoTorch,0.024889546898756963,27,5.0,23,-5.0,42,-2.9213708149626108
5,5_4,RUNNING,BoTorch,0.08017783898651978,19,1.2625631484094448,13,5.0,1,3.8528690224164093
5,5_5,RUNNING,BoTorch,0.016363711477812813,6,-1.82083101848774,16,-5.0,11,-3.6015728523930695
5,5_6,RUNNING,BoTorch,0.008660797604227064,1,3.944055514171044,14,-5.0,64,5.0
5,5_7,RUNNING,BoTorch,0.04541331823742353,31,-1.0096750888066712,6,-5.0,37,1.8099108742956194
5,5_8,RUNNING,BoTorch,0.08111113911476567,1,0.9382156633222226,1,-0.43627605708698103,22,-5.0
5,5_9,RUNNING,BoTorch,0.012285281312023631,2,5.0,16,-5.0,39,-5.0
6,6_0,RUNNING,BoTorch,0.08038079751526062,32,5.0,32,-5.0,1,-3.0278829697001637
6,6_1,RUNNING,BoTorch,10.000043799048509,32,5.0,1,-5.0,64,-3.2556532431338208
6,6_10,RUNNING,BoTorch,10.000141953065345,32,-5.0,1,-5.0,64,1.3646266661814659
