trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_H200,skew_exponent_H200,num_islands_H800,skew_exponent_H800,num_islands_H20,skew_exponent_H20
0,warm_start_0,RUNNING,Manual,0.020960873397697047,16,-0.9389076799182501,28,-0.6969433735547268,25,-3.6004644373734793
1,warm_start_1,RUNNING,Manual,10.000058241705846,28,2.429208518712902,19,2.784706182996489,38,-3.5741756265671567
2,warm_start_2,RUNNING,Manual,10.0002619756028,10,4.243782819946759,21,4.943236497754411,54,-3.8521486338720257
3,warm_start_3,RUNNING,Manual,0.01769897387493121,2,-1.8785028044268515,31,-1.0268299706364878,9,-1.843494529304821
4,warm_start_4,RUNNING,Manual,9.999959664412458,29,0.7374463358065544,17,-0.06413908370003352,64,4.955376810351291
5,5_0,RUNNING,BoTorch,0.08147948494752602,32,-2.664149372288544,31,-4.1448019484661245,38,-5.0
5,5_1,RUNNING,BoTorch,0.0804157617493144,30,-4.040284609839104,30,3.5530793856358605,1,-5.0
5,5_10,RUNNING,BoTorch,0.012840672643717401,1,-4.8870936060817325,28,4.252265165357966,6,-5.0
5,5_11,RUNNING,BoTorch,0.015968635964484855,1,-5.0,28,-1.9657158082666772,56,-2.8774156793268357
5,5_12,RUNNING,BoTorch,0.08060688766442445,18,4.382808137650865,32,-3.933934711985659,20,-5.0
5,5_13,RUNNING,BoTorch,10.000100469668169,32,0.052848753775496214,32,-5.0,64,-5.0
5,5_14,RUNNING,BoTorch,9.999952862906735,31,-5.0,31,-2.893343858692972,64,-2.8394894084409232
5,5_15,RUNNING,BoTorch,0.012159873736043367,4,-3.6816096738670523,29,1.0297188693571453,19,-4.797578983072377
5,5_2,RUNNING,BoTorch,0.0804158826327406,3,2.1114409324923304,30,-5.0,1,-5.0
5,5_3,RUNNING,BoTorch,0.012798388370076982,1,-5.0,26,-4.695610006639493,8,-5.0
5,5_4,RUNNING,BoTorch,0.08416204466040332,32,2.0550866485139743,32,-0.974893436127488,22,5.0
5,5_5,RUNNING,BoTorch,0.016071847555088177,1,-2.935498132300455,31,1.9736039677514932,64,-5.0
5,5_6,RUNNING,BoTorch,0.08046713677120812,32,-4.716076225421857,28,-4.192137874538251,1,5.0
5,5_7,RUNNING,BoTorch,0.08020016571703747,32,1.1880982148345,32,2.913002600941481,1,-5.0
5,5_8,RUNNING,BoTorch,0.01609854033079243,1,-1.15092522872945,30,-5.0,64,5.0
5,5_9,RUNNING,BoTorch,0.01582762222673704,1,2.9242559572643283,32,-4.430205121347004,64,-5.0
6,6_0,RUNNING,BoTorch,0.016123830610451667,1,-5.0,32,-5.0,46,5.0
6,6_1,RUNNING,BoTorch,0.020758680027225918,1,-5.0,11,-5.0,1,5.0
6,6_10,RUNNING,BoTorch,0.08087748536642572,32,5.0,1,5.0,27,-5.0
6,6_11,RUNNING,BoTorch,0.08053911337992109,32,5.0,6,5.0,14,-5.0
6,6_12,RUNNING,BoTorch,0.08067522981707376,32,-5.0,1,-5.0,7,-5.0
