trial_index,arm_name,trial_status,generation_method,rho_max,count_DGX-B300_0,count_DGX-B300_1,count_DGX-B300_2,count_DGX-B300_3,count_DGX-B300_4,count_DGX-B300_5,count_DGX-B300_6,count_DGX-B300_7,count_DGX-B300_8,count_DGX-B300_9,count_DGX-B300_10,count_DGX-B300_11,count_DGX-B300_12,count_DGX-B300_13,count_DGX-B300_14,count_DGX-B300_15,count_H200_0,count_H200_1,count_H200_2,count_H200_3,count_H200_4,count_H200_5,count_H200_6,count_H200_7,count_H200_8,count_H200_9,count_H200_10,count_H200_11,count_H200_12,count_H200_13,count_H200_14,count_H200_15
0,warm_start_0,RUNNING,Manual,0.013797649411586671,92,6,17,13,0,0,0,0,0,0,0,0,0,0,0,0,150,64,37,2,3,0,0,0,0,0,0,0,0,0,0,0
1,warm_start_1,RUNNING,Manual,0.012050537657763616,28,36,40,11,0,2,9,0,1,0,0,1,0,0,0,0,209,5,6,32,4,0,0,0,0,0,0,0,0,0,0,0
2,warm_start_2,RUNNING,Manual,0.015024526263954426,98,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,217,31,5,0,3,0,0,0,0,0,0,0,0,0,0,0
3,warm_start_3,RUNNING,Manual,0.012228120767924844,91,11,9,1,11,4,0,0,0,0,0,0,0,0,0,0,51,122,2,63,4,0,13,1,0,0,0,0,0,0,0,0
4,warm_start_4,RUNNING,Manual,0.01381621541050552,107,0,1,4,12,4,0,0,0,0,0,0,0,0,0,0,51,111,92,0,2,0,0,0,0,0,0,0,0,0,0,0
5,5_0,RUNNING,BoTorch,0.013797956729895611,79,2,22,7,12,5,0,1,0,0,0,0,0,0,0,0,0,150,0,96,0,0,10,0,0,0,0,0,0,0,0,0
5,5_1,RUNNING,BoTorch,0.004612370586037417,19,17,2,16,0,0,0,19,1,22,0,10,1,10,6,4,86,9,1,12,31,38,5,3,3,4,7,3,13,2,6,0
5,5_2,RUNNING,BoTorch,0.01356025399197225,42,2,4,0,2,0,0,0,1,0,1,1,0,2,0,73,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5_3,RUNNING,BoTorch,0.004645223954029982,41,0,0,17,0,14,0,2,12,1,3,2,0,12,6,15,33,11,50,18,23,13,9,2,2,11,1,3,35,6,8,18
6,6_0,RUNNING,BoTorch,9.999941406811283,0,20,0,10,0,8,0,17,8,19,1,10,1,16,9,10,31,0,0,36,44,41,20,5,3,10,7,4,33,5,9,10
6,6_1,RUNNING,BoTorch,0.00576039749548178,3,0,0,61,2,0,0,21,1,15,1,1,17,2,0,4,35,0,0,2,4,4,1,27,87,12,26,5,0,0,31,22
6,6_2,RUNNING,BoTorch,9.999994047729897,15,5,0,0,0,3,0,0,3,2,18,9,0,67,7,0,38,0,0,4,78,103,0,4,0,0,0,3,22,4,1,0
6,6_3,RUNNING,BoTorch,0.013919306240498688,11,1,0,0,0,0,0,6,1,70,0,2,0,0,36,0,39,0,0,52,7,0,29,0,0,3,0,0,126,0,0,0
7,7_0,RUNNING,BoTorch,10.000011699495868,2,24,0,2,1,7,0,18,6,20,1,12,0,17,8,11,44,0,0,35,49,50,20,2,0,8,4,4,27,4,6,5
7,7_1,RUNNING,BoTorch,9.99990081788356,12,2,0,1,1,5,0,70,1,7,1,20,0,3,5,1,49,0,0,6,3,18,3,3,0,18,29,4,29,68,1,4
7,7_2,RUNNING,BoTorch,9.999946961004415,13,0,0,17,0,0,0,0,0,38,0,0,0,60,0,0,45,0,0,19,80,29,7,3,0,0,0,28,24,0,20,2
7,7_3,RUNNING,BoTorch,0.007204622297576667,7,30,0,4,3,2,0,0,27,2,0,4,0,0,39,10,44,0,0,10,0,144,7,0,1,2,0,0,25,0,0,22
8,8_0,RUNNING,BoTorch,10.000007252158088,8,18,0,3,0,9,0,22,1,22,1,13,0,21,0,11,45,0,0,41,59,17,21,2,0,10,6,5,27,7,9,2
8,8_1,RUNNING,BoTorch,0.007381876560065525,15,0,0,10,0,0,0,9,0,54,39,0,0,1,0,0,49,0,0,13,3,22,5,2,0,37,0,50,27,13,2,1
8,8_2,RUNNING,BoTorch,0.010676644620320084,18,0,0,68,0,0,0,19,0,0,0,8,0,15,0,0,49,0,0,1,131,34,1,10,0,0,0,0,27,0,0,2
8,8_3,RUNNING,BoTorch,10.0000472904618,14,7,0,0,0,1,0,10,0,0,0,31,0,66,0,0,49,0,0,41,0,22,34,0,0,0,31,0,24,0,32,24
9,9_0,RUNNING,BoTorch,9.999869262087781,6,11,0,32,2,13,0,9,13,0,0,2,8,12,2,19,12,0,0,36,28,14,19,17,46,6,13,0,12,0,23,30
9,9_1,RUNNING,BoTorch,0.00758184273818158,16,0,0,11,0,1,2,8,0,0,0,39,29,5,17,0,14,0,0,15,28,6,0,32,12,1,112,0,16,17,2,1
