trial index,timestamp
0,2025-06-08 22:02:38.695562
5,2025-06-08 22:03:05.260007
6,2025-06-08 22:03:29.600451
7,2025-06-08 22:03:59.351821
8,2025-06-08 22:04:37.620670
9,2025-06-08 22:05:32.097720
10,2025-06-08 22:06:57.519757
11,2025-06-08 22:08:13.235434
12,2025-06-08 22:09:08.444795
13,2025-06-08 22:10:02.974010
14,2025-06-08 22:11:04.619002
15,2025-06-08 22:12:37.178006
16,2025-06-08 22:14:30.351590
17,2025-06-08 22:16:27.646377
18,2025-06-08 22:17:57.247985
19,2025-06-08 22:20:36.923668
20,2025-06-08 22:22:52.910918
21,2025-06-08 22:23:34.057239
22,2025-06-08 22:25:56.026531
23,2025-06-08 22:27:51.307605
24,2025-06-08 22:29:37.993297
