trial index,timestamp
0,2025-06-08 21:48:48.691081
5,2025-06-08 21:49:14.788317
6,2025-06-08 21:49:29.250210
7,2025-06-08 21:49:46.997166
8,2025-06-08 21:50:13.426618
9,2025-06-08 21:50:36.880396
10,2025-06-08 21:51:01.981823
11,2025-06-08 21:51:34.490251
12,2025-06-08 21:52:01.009481
13,2025-06-08 21:52:38.350742
14,2025-06-08 21:53:19.706720
15,2025-06-08 21:54:11.113364
16,2025-06-08 21:55:00.351701
17,2025-06-08 21:55:38.764614
18,2025-06-08 21:56:23.090954
19,2025-06-08 21:57:05.923516
20,2025-06-08 21:58:03.210108
21,2025-06-08 21:59:09.034575
22,2025-06-08 22:00:29.864177
23,2025-06-08 22:01:34.214851
24,2025-06-08 22:02:38.683466
