trial index,timestamp
0,2025-06-08 21:32:44.270183
5,2025-06-08 21:33:18.932866
6,2025-06-08 21:33:33.356613
7,2025-06-08 21:33:54.689594
8,2025-06-08 21:34:28.518336
9,2025-06-08 21:35:03.389519
10,2025-06-08 21:35:30.791681
11,2025-06-08 21:36:16.028064
12,2025-06-08 21:36:50.044313
13,2025-06-08 21:37:24.426993
14,2025-06-08 21:38:01.441698
15,2025-06-08 21:38:54.429049
16,2025-06-08 21:39:41.520490
17,2025-06-08 21:40:07.383222
18,2025-06-08 21:41:48.529622
19,2025-06-08 21:42:33.104368
20,2025-06-08 21:43:55.406215
21,2025-06-08 21:44:59.264702
22,2025-06-08 21:46:13.403508
23,2025-06-08 21:47:30.329251
24,2025-06-08 21:48:48.679512
