trial index,timestamp
0,2025-06-08 22:29:38.005808
5,2025-06-08 22:30:07.416675
6,2025-06-08 22:30:31.737101
7,2025-06-08 22:30:53.505426
8,2025-06-08 22:31:22.321827
9,2025-06-08 22:31:49.716068
10,2025-06-08 22:32:23.057098
11,2025-06-08 22:32:57.732312
12,2025-06-08 22:33:32.078817
13,2025-06-08 22:34:08.505866
14,2025-06-08 22:34:53.917775
15,2025-06-08 22:35:24.129737
16,2025-06-08 22:35:54.800196
17,2025-06-08 22:36:53.547491
18,2025-06-08 22:37:52.342633
19,2025-06-08 22:38:49.928395
20,2025-06-08 22:39:37.535437
21,2025-06-08 22:40:49.136301
22,2025-06-08 22:42:36.247226
23,2025-06-08 22:43:33.685936
24,2025-06-08 22:44:17.529738
