trial index,timestamp
0,2025-06-05 11:04:45.581600
5,2025-06-05 11:05:17.567326
6,2025-06-05 11:05:33.359614
7,2025-06-05 11:05:55.281642
8,2025-06-05 11:06:26.536706
9,2025-06-05 11:07:02.065759
10,2025-06-05 11:07:32.338794
11,2025-06-05 11:07:52.611729
12,2025-06-05 11:08:33.089157
13,2025-06-05 11:09:02.617803
14,2025-06-05 11:09:41.085889
15,2025-06-05 11:10:03.151590
16,2025-06-05 11:11:09.557759
17,2025-06-05 11:12:14.461221
18,2025-06-05 11:13:15.763155
19,2025-06-05 11:13:47.883813
20,2025-06-05 11:14:12.668460
21,2025-06-05 11:14:46.458871
22,2025-06-05 11:15:19.374863
23,2025-06-05 11:18:03.665911
24,2025-06-05 11:19:37.287855
