trial index,timestamp
0,2025-06-05 11:33:37.451500
5,2025-06-05 11:34:07.135848
6,2025-06-05 11:34:41.432065
7,2025-06-05 11:35:33.429999
8,2025-06-05 11:36:20.187800
9,2025-06-05 11:37:07.193121
10,2025-06-05 11:37:36.030460
11,2025-06-05 11:38:17.657296
12,2025-06-05 11:38:56.356206
13,2025-06-05 11:39:42.651972
14,2025-06-05 11:40:07.782428
15,2025-06-05 11:40:39.052512
16,2025-06-05 11:41:13.945686
17,2025-06-05 11:41:41.272048
18,2025-06-05 11:42:19.695728
19,2025-06-05 11:42:39.141563
20,2025-06-05 11:43:03.895589
21,2025-06-05 11:43:24.205394
22,2025-06-05 11:44:05.339515
23,2025-06-05 11:44:30.523501
24,2025-06-05 11:45:01.806823
