trial index,timestamp
0,2025-06-05 11:19:37.299266
5,2025-06-05 11:20:12.324267
6,2025-06-05 11:20:53.545160
7,2025-06-05 11:21:21.602186
8,2025-06-05 11:22:03.290404
9,2025-06-05 11:22:31.397059
10,2025-06-05 11:22:58.473944
11,2025-06-05 11:23:57.048718
12,2025-06-05 11:24:43.476220
13,2025-06-05 11:26:05.025198
14,2025-06-05 11:26:31.382914
15,2025-06-05 11:27:16.642655
16,2025-06-05 11:27:51.458698
17,2025-06-05 11:28:23.482143
18,2025-06-05 11:29:00.859731
19,2025-06-05 11:29:58.196169
20,2025-06-05 11:30:33.818282
21,2025-06-05 11:31:17.501046
22,2025-06-05 11:31:59.494868
23,2025-06-05 11:32:48.607784
24,2025-06-05 11:33:37.439925
