trial index,timestamp
0,2025-06-05 12:00:23.279484
5,2025-06-05 12:00:49.880179
6,2025-06-05 12:01:15.724790
7,2025-06-05 12:01:47.938615
8,2025-06-05 12:02:13.697647
9,2025-06-05 12:02:41.640946
10,2025-06-05 12:03:10.010176
11,2025-06-05 12:03:45.056575
12,2025-06-05 12:04:25.247688
13,2025-06-05 12:05:06.395149
14,2025-06-05 12:05:49.575054
15,2025-06-05 12:07:06.207314
16,2025-06-05 12:07:52.882036
17,2025-06-05 12:08:34.747585
18,2025-06-05 12:09:26.309985
19,2025-06-05 12:10:27.094076
20,2025-06-05 12:11:34.151987
21,2025-06-05 12:12:31.311866
22,2025-06-05 12:13:31.054619
23,2025-06-05 12:14:25.897876
24,2025-06-05 12:14:45.368354
