trial index,timestamp
0,2025-06-08 15:25:12.261475
5,2025-06-08 15:25:37.148904
6,2025-06-08 15:25:57.525011
7,2025-06-08 15:26:28.041358
8,2025-06-08 15:27:13.415993
9,2025-06-08 15:27:54.309053
10,2025-06-08 15:28:34.405040
11,2025-06-08 15:29:13.820665
12,2025-06-08 15:29:44.948387
13,2025-06-08 15:30:13.751184
14,2025-06-08 15:30:51.387979
15,2025-06-08 15:31:27.929904
16,2025-06-08 15:32:01.247026
17,2025-06-08 15:32:41.780948
18,2025-06-08 15:33:15.863544
19,2025-06-08 15:33:56.746583
20,2025-06-08 15:34:43.738250
21,2025-06-08 15:35:25.948766
22,2025-06-08 15:36:03.499428
23,2025-06-08 15:36:48.319236
24,2025-06-08 15:37:41.369279
