trial index,timestamp
0,2025-06-08 15:58:34.206040
5,2025-06-08 15:59:08.451816
6,2025-06-08 15:59:42.209525
7,2025-06-08 16:00:07.011429
8,2025-06-08 16:00:30.295233
9,2025-06-08 16:00:50.965145
10,2025-06-08 16:01:24.374405
11,2025-06-08 16:01:51.519385
12,2025-06-08 16:02:15.910368
13,2025-06-08 16:02:49.274205
14,2025-06-08 16:03:18.345664
15,2025-06-08 16:03:52.495661
16,2025-06-08 16:04:18.134363
17,2025-06-08 16:04:42.967956
18,2025-06-08 16:05:10.905870
19,2025-06-08 16:05:57.180232
20,2025-06-08 16:06:36.935785
21,2025-06-08 16:07:25.063343
22,2025-06-08 16:07:58.871967
23,2025-06-08 16:08:30.218415
24,2025-06-08 16:09:04.269232
