trial index,timestamp
0,2025-06-08 14:58:56.368795
5,2025-06-08 14:59:25.915019
6,2025-06-08 14:59:48.687127
7,2025-06-08 15:00:38.707797
8,2025-06-08 15:01:16.249482
9,2025-06-08 15:01:50.407653
10,2025-06-08 15:02:31.931810
11,2025-06-08 15:03:13.172877
12,2025-06-08 15:03:38.281366
13,2025-06-08 15:04:13.803799
14,2025-06-08 15:04:56.800613
15,2025-06-08 15:05:45.541455
16,2025-06-08 15:06:41.876568
17,2025-06-08 15:07:16.436195
18,2025-06-08 15:08:08.721555
19,2025-06-08 15:09:06.866501
20,2025-06-08 15:09:46.507670
21,2025-06-08 15:10:36.277004
22,2025-06-08 15:11:19.466182
23,2025-06-08 15:12:26.742424
24,2025-06-08 15:13:19.375198
