trial index,timestamp
0,2025-06-08 15:37:41.381644
5,2025-06-08 15:38:06.378261
6,2025-06-08 15:38:34.354085
7,2025-06-08 15:38:57.701381
8,2025-06-08 15:39:21.985466
9,2025-06-08 15:39:46.277716
10,2025-06-08 15:40:07.328805
11,2025-06-08 15:40:28.568011
12,2025-06-08 15:40:50.550613
13,2025-06-08 15:41:23.545318
14,2025-06-08 15:41:52.580776
15,2025-06-08 15:42:17.999937
16,2025-06-08 15:42:50.043358
17,2025-06-08 15:43:25.102949
18,2025-06-08 15:44:08.469637
19,2025-06-08 15:44:51.794075
20,2025-06-08 15:45:38.960715
21,2025-06-08 15:46:23.857747
22,2025-06-08 15:47:12.151938
23,2025-06-08 15:47:55.220023
24,2025-06-08 15:48:40.099373
