trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_H200,skew_exponent_H200
0,warm_start_0,RUNNING,Manual,0.00904368911829248,27,-2.667221963516677
1,warm_start_1,RUNNING,Manual,9.99992991631731,34,-1.2092473295832629
2,warm_start_2,RUNNING,Manual,0.015011965244710518,25,-2.6453799642350493
3,warm_start_3,RUNNING,Manual,10.00009474105017,40,4.96400572857719
4,warm_start_4,RUNNING,Manual,0.04374520175393107,5,2.267110012537535
5,5_0,RUNNING,BoTorch,9.99982186868502,1,-3.1051790572186415
5,5_1,RUNNING,BoTorch,9.999910137005912,64,1.7636300046175775
5,5_10,RUNNING,BoTorch,9.999828051780357,1,-5.0
5,5_11,RUNNING,BoTorch,9.999931752872213,64,3.208450403151261
5,5_12,RUNNING,BoTorch,10.000111364109,64,-3.9044204263653866
5,5_13,RUNNING,BoTorch,10.000141933137343,1,0.592508988998082
5,5_14,RUNNING,BoTorch,9.999921862632185,64,2.489754506009354
5,5_15,RUNNING,BoTorch,0.0352479295690438,6,3.37353724224709
5,5_2,RUNNING,BoTorch,9.999998119423784,1,2.991073765038628
5,5_3,RUNNING,BoTorch,10.000165034512806,1,1.4029283837560655
5,5_4,RUNNING,BoTorch,10.000002743443549,64,2.6767665046576856
5,5_5,RUNNING,BoTorch,9.999959381758645,64,-5.0
5,5_6,RUNNING,BoTorch,9.999955165677077,1,-3.988740762921381
5,5_7,RUNNING,BoTorch,10.000069904205002,53,1.217912656420864
5,5_8,RUNNING,BoTorch,9.9999488335647,64,-2.440466741109643
5,5_9,RUNNING,BoTorch,10.0000303206568,64,2.2008407131073766
6,6_0,RUNNING,BoTorch,0.010033796242073482,26,3.822828682253963
6,6_1,RUNNING,BoTorch,0.01439744548612133,22,-4.504985824981988
6,6_10,RUNNING,BoTorch,0.018664082373593377,58,-4.266278610464508
6,6_11,RUNNING,BoTorch,0.016840136052260538,14,1.289297657139869
6,6_12,RUNNING,BoTorch,0.01625475895634013,15,-4.747465568886495
6,6_13,RUNNING,BoTorch,0.015252865442608851,48,-3.7996433731621675
6,6_14,RUNNING,BoTorch,10.000002134166538,59,4.207244615258605
6,6_15,RUNNING,BoTorch,0.015585776338045318,16,-5.0
6,6_2,RUNNING,BoTorch,0.019931510009645912,12,-4.015122727284299
6,6_3,RUNNING,BoTorch,0.01610171207732969,17,4.999932953036742
6,6_4,RUNNING,BoTorch,0.014485165437528898,29,-3.612851811331407
6,6_5,RUNNING,BoTorch,10.000095699780418,19,2.630439709867232
6,6_6,RUNNING,BoTorch,9.99998517800016,46,-0.7958722990297615
6,6_7,RUNNING,BoTorch,0.021542784383862645,10,-2.9871876026706214
6,6_8,RUNNING,BoTorch,0.014408685792602053,23,-5.0
6,6_9,RUNNING,BoTorch,0.009801499606320185,23,2.967726522077996
7,7_0,RUNNING,BoTorch,10.000076443770135,57,-4.588452085660337
7,7_1,RUNNING,BoTorch,10.000113920123294,49,4.002943911301956
7,7_10,RUNNING,BoTorch,9.99994059537319,62,-4.547383157625414
7,7_11,RUNNING,BoTorch,0.0160346430592581,18,-2.1826553153192254
7,7_12,RUNNING,BoTorch,10.0000119342179,57,-3.7884682794352074
7,7_13,RUNNING,BoTorch,0.021053657209000643,31,3.579154023718854
7,7_14,RUNNING,BoTorch,9.99984863513696,50,1.5392395670446848
7,7_15,RUNNING,BoTorch,9.999854515506964,57,4.958401363800234
7,7_2,RUNNING,BoTorch,0.026340305747048917,8,-1.961380596660066
7,7_3,RUNNING,BoTorch,9.999963212395567,50,-0.5885273786015371
7,7_4,RUNNING,BoTorch,10.000014181155494,31,3.2018776827012045
7,7_5,RUNNING,BoTorch,9.999959480405051,57,4.733693451413224
7,7_6,RUNNING,BoTorch,10.000001433539193,57,-4.1856553593596555
7,7_7,RUNNING,BoTorch,0.014646805295289165,37,-2.8261235433045373
7,7_8,RUNNING,BoTorch,9.999947777771986,57,4.6800254522107165
7,7_9,RUNNING,BoTorch,10.000008203278528,43,4.03582027158813
8,8_0,RUNNING,BoTorch,0.021005253715127854,31,4.259091121140851
8,8_1,RUNNING,BoTorch,0.01869505328393632,30,4.23563391994543
8,8_10,RUNNING,BoTorch,0.01879524030689696,30,4.403117105898854
8,8_11,RUNNING,BoTorch,0.0211219528281943,32,4.211794447963747
8,8_12,RUNNING,BoTorch,0.021113815643697412,31,4.237768394214065
8,8_13,RUNNING,BoTorch,0.009954508503814338,31,4.423591797213244
8,8_14,RUNNING,BoTorch,0.020946595191737707,33,4.117481698824856
8,8_15,RUNNING,BoTorch,0.020951042507023843,30,4.652616279199719
8,8_2,RUNNING,BoTorch,0.02120430837650783,32,4.241361035649033
8,8_3,RUNNING,BoTorch,0.00974098893962464,31,4.385374439501347
8,8_4,RUNNING,BoTorch,0.02110828264604985,31,4.2035962357480825
8,8_5,RUNNING,BoTorch,0.02130111076662251,59,-4.142804198354529
8,8_6,RUNNING,BoTorch,0.009737640637689659,29,4.95577686988658
8,8_7,RUNNING,BoTorch,0.02105438294580736,31,4.257429332878617
8,8_8,RUNNING,BoTorch,0.021018334835885697,32,4.57555216905155
8,8_9,RUNNING,BoTorch,10.000207786913753,59,-4.660598555332036
9,9_0,RUNNING,BoTorch,0.035733824051801866,6,2.811874417249935
9,9_1,RUNNING,BoTorch,0.023384448798260498,9,-2.4594883189879986
9,9_10,RUNNING,BoTorch,0.018737736453797015,28,3.638697716371786
9,9_11,RUNNING,BoTorch,0.01448174594892339,29,-3.069074076894837
9,9_12,RUNNING,BoTorch,0.016993127974874966,14,-4.079408883336056
