trial index,timestamp
0,2025-06-05 20:51:10.275362
5,2025-06-05 20:51:49.260055
6,2025-06-05 20:52:22.534790
7,2025-06-05 20:53:00.624060
8,2025-06-05 20:53:28.699935
9,2025-06-05 20:54:22.568152
10,2025-06-05 20:55:31.280253
11,2025-06-05 20:56:24.241433
12,2025-06-05 20:57:01.248829
13,2025-06-05 20:59:28.520167
14,2025-06-05 21:01:51.265728
15,2025-06-05 21:03:15.727510
16,2025-06-05 21:04:07.111503
17,2025-06-05 21:05:40.802121
18,2025-06-05 21:06:54.598333
19,2025-06-05 21:07:55.639831
20,2025-06-05 21:08:48.103699
21,2025-06-05 21:09:15.351057
22,2025-06-05 21:10:07.284011
23,2025-06-05 21:10:35.625835
24,2025-06-05 21:11:24.404369
