trial index,timestamp
0,2025-06-05 19:52:02.912647
5,2025-06-05 19:52:40.012006
6,2025-06-05 19:52:57.826032
7,2025-06-05 19:53:21.370422
8,2025-06-05 19:53:59.069822
9,2025-06-05 19:54:20.623660
10,2025-06-05 19:54:43.144916
11,2025-06-05 19:55:29.791136
12,2025-06-05 19:56:03.791878
13,2025-06-05 19:56:59.633283
14,2025-06-05 19:57:51.990349
15,2025-06-05 19:58:30.955821
16,2025-06-05 19:59:18.974520
17,2025-06-05 20:00:33.447517
18,2025-06-05 20:01:50.356436
19,2025-06-05 20:02:19.559204
20,2025-06-05 20:03:57.999231
21,2025-06-05 20:05:51.743341
22,2025-06-05 20:07:42.659798
23,2025-06-05 20:09:19.983067
24,2025-06-05 20:11:04.452505
