trial index,timestamp
0,2025-06-05 21:51:47.000269
5,2025-06-05 21:52:13.250842
6,2025-06-05 21:52:43.754121
7,2025-06-05 21:53:06.022140
8,2025-06-05 21:53:41.953307
9,2025-06-05 21:54:09.673658
10,2025-06-05 21:54:36.633730
11,2025-06-05 21:54:53.680332
12,2025-06-05 21:55:39.749368
13,2025-06-05 21:56:33.392590
14,2025-06-05 21:57:32.750092
15,2025-06-05 21:58:21.185922
16,2025-06-05 21:59:03.205166
17,2025-06-05 21:59:54.650942
18,2025-06-05 22:00:23.538684
19,2025-06-05 22:01:12.670158
20,2025-06-05 22:01:42.024015
21,2025-06-05 22:02:20.501428
22,2025-06-05 22:03:13.940436
23,2025-06-05 22:04:01.733386
24,2025-06-05 22:05:57.180124
