trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_DGX-B300,skew_exponent_DGX-B300,num_islands_H200,skew_exponent_H200
0,warm_start_0,RUNNING,Manual,0.0020498845122204276,2,0.757809003586094,105,-0.15549760873743157
1,warm_start_1,RUNNING,Manual,9.999999316855334,54,1.8338094196435133,122,2.219103303912436
2,warm_start_2,RUNNING,Manual,0.005940146007270416,28,-0.6524684842610107,37,-4.365365191270255
3,warm_start_3,RUNNING,Manual,0.00245202748981156,41,-2.0303114124598354,18,-2.402256031948361
4,warm_start_4,RUNNING,Manual,9.999953960043749,45,-0.23275578345434234,110,0.9669199265780248
5,5_0,RUNNING,BoTorch,0.0092845591163848,1,-1.1953676944455829,28,-0.2096192148842575
5,5_1,RUNNING,BoTorch,0.002542035325313524,35,5.0,1,-5.0
5,5_2,RUNNING,BoTorch,0.00314509885491128,1,-5.0,79,-5.0
5,5_3,RUNNING,BoTorch,0.0030739993678410332,1,5.0,79,-5.0
5,5_4,RUNNING,BoTorch,0.00395568806511131,1,5.0,51,5.0
5,5_5,RUNNING,BoTorch,0.0050568263573591,18,-5.0,1,-5.0
5,5_6,RUNNING,BoTorch,0.012969502784288208,64,5.0,1,-5.0
5,5_7,RUNNING,BoTorch,0.004634014243382136,20,-5.0,1,5.0
6,6_0,RUNNING,BoTorch,0.004004151386246144,18,-5.0,25,-5.0
6,6_1,RUNNING,BoTorch,0.004076365620659439,1,5.0,128,-5.0
6,6_2,RUNNING,BoTorch,0.0028571644942808764,19,5.0,24,5.0
6,6_3,RUNNING,BoTorch,0.013251053217001148,64,5.0,30,-5.0
6,6_4,RUNNING,BoTorch,0.06301082315519226,1,5.0,1,5.0
6,6_5,RUNNING,BoTorch,0.003900390754513164,14,-5.0,34,-5.0
6,6_6,RUNNING,BoTorch,0.0028927994274292675,24,-5.0,21,-5.0
6,6_7,RUNNING,BoTorch,0.0031498197132358327,17,-5.0,28,5.0
7,7_0,RUNNING,BoTorch,0.0039784490514914615,1,5.0,128,-0.5559475463275485
7,7_1,RUNNING,BoTorch,0.0039220996232113845,1,5.0,128,-3.182617993701898
7,7_2,RUNNING,BoTorch,9.999952605956214,64,3.963578253578259,128,4.263934402981867
7,7_3,RUNNING,BoTorch,9.99998328133409,64,5.0,128,-1.5683411926585724
7,7_4,RUNNING,BoTorch,0.012962073284790201,64,-5.0,1,-3.240058949203339
7,7_5,RUNNING,BoTorch,9.999825400360791,64,5.0,128,-0.9608247144358645
7,7_6,RUNNING,BoTorch,0.004021708743677561,1,5.0,57,-4.663311887009102
7,7_7,RUNNING,BoTorch,0.004147517065341384,40,-5.0,128,-1.7480458970039536
8,8_0,RUNNING,BoTorch,0.013154334969484139,28,1.526325774491499,5,-5.0
8,8_1,RUNNING,BoTorch,0.004393083391583589,1,2.177259912621039,56,-5.0
8,8_2,RUNNING,BoTorch,0.013033781307597006,64,1.3402777771364773,1,-4.048643720563796
8,8_3,RUNNING,BoTorch,0.003940266645121062,1,2.878462813114681,128,-5.0
8,8_4,RUNNING,BoTorch,0.006002171060983133,12,1.51286314207384,1,-5.0
8,8_5,RUNNING,BoTorch,0.0025987467620300912,19,2.3586330237931437,28,-5.0
8,8_6,RUNNING,BoTorch,0.013057195280581914,42,1.092862018328505,1,-5.0
8,8_7,RUNNING,BoTorch,0.013036747243337336,30,0.21405839707580118,1,1.1608515172576221
9,9_0,RUNNING,BoTorch,0.003962699047417641,1,-5.0,128,1.1714434222159447
