trial index,timestamp
0,2025-06-05 22:05:57.192159
5,2025-06-05 22:06:33.517266
6,2025-06-05 22:06:58.651253
7,2025-06-05 22:07:13.804835
8,2025-06-05 22:08:06.425350
9,2025-06-05 22:08:42.568548
10,2025-06-05 22:09:14.329731
11,2025-06-05 22:09:58.345052
12,2025-06-05 22:10:49.988374
13,2025-06-05 22:11:32.025038
14,2025-06-05 22:12:31.725177
15,2025-06-05 22:12:54.255300
16,2025-06-05 22:13:16.154860
17,2025-06-05 22:13:44.347597
18,2025-06-05 22:18:15.575519
19,2025-06-05 22:19:15.265100
20,2025-06-05 22:20:32.575986
21,2025-06-05 22:22:21.536697
22,2025-06-05 22:22:50.463409
23,2025-06-05 22:23:37.647411
24,2025-06-05 22:24:30.036618
