trial index,timestamp
0,2025-06-05 21:42:15.396450
5,2025-06-05 21:42:38.059786
6,2025-06-05 21:43:01.515071
7,2025-06-05 21:43:30.020681
8,2025-06-05 21:43:53.739596
9,2025-06-05 21:44:21.012780
10,2025-06-05 21:44:58.619997
11,2025-06-05 21:45:24.537462
12,2025-06-05 21:45:53.692931
13,2025-06-05 21:46:18.168542
14,2025-06-05 21:46:55.756666
15,2025-06-05 21:47:30.981895
16,2025-06-05 21:48:02.838544
17,2025-06-05 21:48:28.377512
18,2025-06-05 21:48:53.042556
19,2025-06-05 21:49:20.034462
20,2025-06-05 21:49:52.657230
21,2025-06-05 21:50:19.390075
22,2025-06-05 21:50:49.819553
23,2025-06-05 21:51:15.941251
24,2025-06-05 21:51:46.988489
