trial index,timestamp
0,2025-06-05 20:11:04.464575
5,2025-06-05 20:11:44.990678
6,2025-06-05 20:12:20.061395
7,2025-06-05 20:12:58.857240
8,2025-06-05 20:13:35.729070
9,2025-06-05 20:14:23.283154
10,2025-06-05 20:15:27.679159
11,2025-06-05 20:15:55.867797
12,2025-06-05 20:16:28.843882
13,2025-06-05 20:16:57.122862
14,2025-06-05 20:17:39.223277
15,2025-06-05 20:18:22.381834
16,2025-06-05 20:19:03.708258
17,2025-06-05 20:19:34.825819
18,2025-06-05 20:20:27.056236
19,2025-06-05 20:21:01.944870
20,2025-06-05 20:22:26.051165
21,2025-06-05 20:23:17.820482
22,2025-06-05 20:24:09.908276
23,2025-06-05 20:24:52.121509
24,2025-06-05 20:26:00.473972
