trial_index,arm_name,trial_status,generation_method,rho_max,num_islands_DGX-B300,skew_exponent_DGX-B300,num_islands_H200,skew_exponent_H200
0,warm_start_0,RUNNING,Manual,0.004035280133462456,26,-4.596516576928774,67,3.2503931487028837
1,warm_start_1,RUNNING,Manual,0.00206824118283907,43,-4.004371785977707,7,2.3563001461820132
2,warm_start_2,RUNNING,Manual,0.013516935030449984,49,1.1536045228985605,85,-3.33732571014423
3,warm_start_3,RUNNING,Manual,0.0030025714871878464,26,2.3719298214978677,5,-2.164784089684695
4,warm_start_4,RUNNING,Manual,0.0028532409889384268,55,-2.0062974027211125,60,4.853821013259704
5,5_0,RUNNING,BoTorch,0.007307812513338687,1,1.590727115109261,25,4.8745630047666255
5,5_1,RUNNING,BoTorch,0.013058569761970137,64,-5.0,1,-1.4159066388833224
5,5_2,RUNNING,BoTorch,0.013129463865755642,64,5.0,1,2.6021179281168023
5,5_3,RUNNING,BoTorch,0.06309531491567005,1,-5.0,1,0.2099791560066091
5,5_4,RUNNING,BoTorch,0.003763432665714662,64,-5.0,29,5.0
5,5_5,RUNNING,BoTorch,9.999967639257926,64,-5.0,128,5.0
5,5_6,RUNNING,BoTorch,0.006143826634009744,1,-5.0,31,5.0
5,5_7,RUNNING,BoTorch,0.06321131665112148,1,5.0,1,3.0364685430049936
6,6_0,RUNNING,BoTorch,0.013344450929529378,64,5.0,77,-5.0
6,6_1,RUNNING,BoTorch,0.013156191848312543,64,5.0,43,-5.0
6,6_2,RUNNING,BoTorch,9.999864019933728,64,5.0,79,5.0
6,6_3,RUNNING,BoTorch,10.000160009418078,64,-5.0,80,5.0
6,6_4,RUNNING,BoTorch,0.003164696996086049,1,5.0,76,-5.0
6,6_5,RUNNING,BoTorch,0.004074358684221376,1,5.0,79,5.0
6,6_6,RUNNING,BoTorch,0.013284660178883731,64,-5.0,77,-5.0
6,6_7,RUNNING,BoTorch,0.004536209060086064,1,5.0,50,-5.0
7,7_0,RUNNING,BoTorch,0.013000447398472637,64,-4.726147350527874,1,5.0
7,7_1,RUNNING,BoTorch,0.0019573940009991854,32,-1.1292025305066613,52,3.1546956220919493
7,7_2,RUNNING,BoTorch,0.004597666653925369,64,-2.3606062821835154,12,5.0
7,7_3,RUNNING,BoTorch,0.003883122831388191,5,3.042324799988023,58,-0.10244963453928925
7,7_4,RUNNING,BoTorch,0.007009106812140898,60,-1.41793689403119,49,-1.713746566820372
7,7_5,RUNNING,BoTorch,0.00399287698420688,34,4.01216060557432,63,-5.0
7,7_6,RUNNING,BoTorch,0.002944197811763704,4,-5.0,75,-1.1168724257122262
7,7_7,RUNNING,BoTorch,0.013000411065174924,62,2.3993877131040406,1,-1.222567768425507
8,8_0,RUNNING,BoTorch,0.0039687609921833155,26,-5.0,40,0.6012751101287277
8,8_1,RUNNING,BoTorch,0.002650398264806489,2,-3.601051855632142,76,4.984194612268864
8,8_2,RUNNING,BoTorch,0.002258320934517245,35,-2.689160436643526,87,-5.0
8,8_3,RUNNING,BoTorch,0.013141218437206923,64,-5.0,37,-5.0
8,8_4,RUNNING,BoTorch,0.005812512588551945,39,5.0,1,-2.1711728243014785
8,8_5,RUNNING,BoTorch,10.000029912710675,38,3.211155478435924,128,-5.0
8,8_6,RUNNING,BoTorch,0.01295511171564416,34,2.8443211667869863,1,5.0
8,8_7,RUNNING,BoTorch,0.002944058378064121,32,-5.0,40,-5.0
9,9_0,RUNNING,BoTorch,0.013435643748405042,64,0.6450619261856315,73,-5.0
9,9_1,RUNNING,BoTorch,0.0046731061577877315,1,5.0,40,4.291560004797187
9,9_2,RUNNING,BoTorch,0.0030330631136044187,39,-5.0,66,-5.0
9,9_3,RUNNING,BoTorch,0.0629588129185984,1,-1.0851866615923842,1,5.0
9,9_4,RUNNING,BoTorch,0.013246254611328378,64,-1.364810426837774,78,-5.0
9,9_5,RUNNING,BoTorch,0.06318128831665687,1,-2.164975138007713,1,-5.0
9,9_6,RUNNING,BoTorch,0.003874268542101623,1,1.3716072633979788,90,5.0
9,9_7,RUNNING,BoTorch,0.013294188224906151,64,2.138361587685859,63,-5.0
10,10_0,RUNNING,BoTorch,0.001823280055595019,49,-5.0,45,5.0
10,10_1,RUNNING,BoTorch,0.0029167256496169316,43,-5.0,69,5.0
10,10_2,RUNNING,BoTorch,0.003891132387247207,1,5.0,128,-5.0
10,10_3,RUNNING,BoTorch,0.001887555029833923,51,-5.0,40,5.0
10,10_4,RUNNING,BoTorch,0.0016734721484911953,18,5.0,90,-5.0
10,10_5,RUNNING,BoTorch,0.0017023973614623121,11,5.0,128,5.0
10,10_6,RUNNING,BoTorch,0.0018505634142947796,20,5.0,105,5.0
10,10_7,RUNNING,BoTorch,0.0027734579157245648,45,-5.0,61,5.0
11,11_0,RUNNING,BoTorch,0.003256797773741598,55,-5.0,72,-5.0
11,11_1,RUNNING,BoTorch,0.00473583270470419,13,-5.0,14,-5.0
11,11_2,RUNNING,BoTorch,0.003869347813300549,12,-5.0,128,-5.0
11,11_3,RUNNING,BoTorch,0.012913570601259035,13,-5.0,1,5.0
