trial index,timestamp
0,2025-06-05 19:31:38.701037
5,2025-06-05 19:32:17.994718
6,2025-06-05 19:32:50.238250
7,2025-06-05 19:33:30.194942
8,2025-06-05 19:34:20.638001
9,2025-06-05 19:34:51.782048
10,2025-06-05 19:35:40.741758
11,2025-06-05 19:36:17.895148
12,2025-06-05 19:37:36.996774
13,2025-06-05 19:38:27.929719
14,2025-06-05 19:39:33.515980
15,2025-06-05 19:40:50.508118
16,2025-06-05 19:42:00.764579
17,2025-06-05 19:43:16.382559
18,2025-06-05 19:44:46.050853
19,2025-06-05 19:45:53.258408
20,2025-06-05 19:47:10.972806
21,2025-06-05 19:48:36.407073
22,2025-06-05 19:49:59.931820
23,2025-06-05 19:51:12.912327
24,2025-06-05 19:52:02.899767
