trial index,timestamp
0,2025-06-05 21:11:24.416987
5,2025-06-05 21:11:58.449528
6,2025-06-05 21:12:27.016813
7,2025-06-05 21:12:58.623538
8,2025-06-05 21:13:23.098759
9,2025-06-05 21:13:44.078056
10,2025-06-05 21:14:16.945452
11,2025-06-05 21:14:51.632541
12,2025-06-05 21:15:31.092951
13,2025-06-05 21:16:04.479454
14,2025-06-05 21:16:50.744862
15,2025-06-05 21:17:26.766187
16,2025-06-05 21:18:01.482210
17,2025-06-05 21:19:18.657116
18,2025-06-05 21:20:19.067822
19,2025-06-05 21:21:56.755426
20,2025-06-05 21:23:06.835749
21,2025-06-05 21:25:41.460915
22,2025-06-05 21:28:11.211628
23,2025-06-05 21:29:21.014780
24,2025-06-05 21:30:20.670154
