trial index,timestamp
0,2025-06-05 21:30:20.682183
5,2025-06-05 21:31:04.079198
6,2025-06-05 21:31:25.237177
7,2025-06-05 21:31:45.499740
8,2025-06-05 21:32:08.784722
9,2025-06-05 21:32:44.918218
10,2025-06-05 21:33:10.704788
11,2025-06-05 21:33:43.832248
12,2025-06-05 21:34:31.664666
13,2025-06-05 21:35:20.735208
14,2025-06-05 21:36:15.810974
15,2025-06-05 21:36:46.960240
16,2025-06-05 21:37:15.545958
17,2025-06-05 21:37:37.668541
18,2025-06-05 21:38:22.576547
19,2025-06-05 21:38:53.570083
20,2025-06-05 21:39:35.964174
21,2025-06-05 21:40:15.021080
22,2025-06-05 21:41:00.205283
23,2025-06-05 21:41:39.417640
24,2025-06-05 21:42:15.384621
