trial index,timestamp
0,2025-06-05 17:09:39.314499
5,2025-06-05 17:10:27.857643
6,2025-06-05 17:11:37.065699
7,2025-06-05 17:12:45.307579
8,2025-06-05 17:14:31.667507
9,2025-06-05 17:16:41.627998
10,2025-06-05 17:19:02.966703
11,2025-06-05 17:20:14.442524
12,2025-06-05 17:21:42.650539
13,2025-06-05 17:24:30.713091
14,2025-06-05 17:25:48.286593
15,2025-06-05 17:30:49.066966
16,2025-06-05 17:33:31.505344
17,2025-06-05 17:37:02.392139
18,2025-06-05 17:38:38.087231
19,2025-06-05 17:40:40.867003
20,2025-06-05 17:41:59.708655
21,2025-06-05 17:44:10.481727
22,2025-06-05 17:46:30.772380
23,2025-06-05 17:51:50.726880
24,2025-06-05 17:54:16.559928
