trial index,timestamp
0,2025-06-05 16:05:07.995745
5,2025-06-05 16:06:18.180162
6,2025-06-05 16:07:15.141430
7,2025-06-05 16:08:07.637713
8,2025-06-05 16:09:27.345818
9,2025-06-05 16:10:21.041396
10,2025-06-05 16:12:09.107180
11,2025-06-05 16:13:52.756142
12,2025-06-05 16:15:20.886350
13,2025-06-05 16:16:42.298028
14,2025-06-05 16:18:50.257178
15,2025-06-05 16:20:49.222384
16,2025-06-05 16:22:18.427245
17,2025-06-05 16:23:39.660458
18,2025-06-05 16:25:03.588102
19,2025-06-05 16:26:27.708399
20,2025-06-05 16:27:50.826046
21,2025-06-05 16:29:16.086397
22,2025-06-05 16:30:50.965285
23,2025-06-05 16:32:24.762208
24,2025-06-05 16:33:53.641370
