trial index,timestamp
0,2025-06-05 17:54:16.575727
5,2025-06-05 17:55:11.832522
6,2025-06-05 17:56:20.352959
7,2025-06-05 17:57:32.234529
8,2025-06-05 17:59:50.677740
9,2025-06-05 18:04:17.326530
10,2025-06-05 18:06:28.321624
11,2025-06-05 18:07:40.960681
12,2025-06-05 18:09:33.580687
13,2025-06-05 18:10:47.942609
14,2025-06-05 18:14:51.340127
15,2025-06-05 18:18:30.221862
16,2025-06-05 18:21:37.018999
17,2025-06-05 18:24:19.886023
18,2025-06-05 18:25:56.381928
19,2025-06-05 18:27:40.398117
20,2025-06-05 18:29:38.968601
21,2025-06-05 18:31:40.826487
22,2025-06-05 18:34:38.103705
23,2025-06-05 18:36:43.584556
24,2025-06-05 18:39:42.698061
