trial index,timestamp
0,2025-06-05 16:33:53.656881
5,2025-06-05 16:34:49.934676
6,2025-06-05 16:38:04.995563
7,2025-06-05 16:38:44.977755
8,2025-06-05 16:40:30.833297
9,2025-06-05 16:41:22.439383
10,2025-06-05 16:42:17.957805
11,2025-06-05 16:43:21.634445
12,2025-06-05 16:44:36.247972
13,2025-06-05 16:45:39.887661
14,2025-06-05 16:46:48.314291
15,2025-06-05 16:48:37.555964
16,2025-06-05 16:50:15.503351
17,2025-06-05 16:51:52.538183
18,2025-06-05 16:53:36.028781
19,2025-06-05 16:55:25.908725
20,2025-06-05 16:56:36.783035
21,2025-06-05 16:58:24.023533
22,2025-06-05 17:01:50.991144
23,2025-06-05 17:05:42.955255
24,2025-06-05 17:09:39.298454
