trial index,timestamp
0,2025-06-05 14:58:17.699424
5,2025-06-05 14:59:13.319887
6,2025-06-05 15:00:15.591062
7,2025-06-05 15:01:47.139778
8,2025-06-05 15:03:06.663567
9,2025-06-05 15:04:50.581508
10,2025-06-05 15:06:56.074069
11,2025-06-05 15:09:06.419194
12,2025-06-05 15:11:05.909917
13,2025-06-05 15:12:51.704338
14,2025-06-05 15:14:49.146776
15,2025-06-05 15:16:58.364767
16,2025-06-05 15:18:42.663270
17,2025-06-05 15:20:29.241936
18,2025-06-05 15:22:10.031048
19,2025-06-05 15:23:47.324808
20,2025-06-05 15:25:52.267851
21,2025-06-05 15:27:28.738535
22,2025-06-05 15:29:09.395240
23,2025-06-05 15:30:49.940571
24,2025-06-05 15:32:24.919059
