trial index,timestamp
0,2025-06-05 14:20:01.558512
5,2025-06-05 14:20:46.293369
6,2025-06-05 14:22:01.177366
7,2025-06-05 14:23:39.628422
8,2025-06-05 14:25:34.474711
9,2025-06-05 14:28:17.212319
10,2025-06-05 14:30:31.488504
11,2025-06-05 14:33:01.481820
12,2025-06-05 14:35:08.647729
13,2025-06-05 14:37:25.986189
14,2025-06-05 14:39:16.233834
15,2025-06-05 14:40:57.492413
16,2025-06-05 14:42:49.009063
17,2025-06-05 14:44:27.372859
18,2025-06-05 14:46:40.001330
19,2025-06-05 14:48:52.997864
20,2025-06-05 14:50:31.909921
21,2025-06-05 14:52:56.912290
22,2025-06-05 14:55:15.000895
23,2025-06-05 14:56:34.636375
24,2025-06-05 14:58:17.683572
