trial index,timestamp
0,2025-06-05 15:32:24.935663
5,2025-06-05 15:33:27.939743
6,2025-06-05 15:35:56.679354
7,2025-06-05 15:38:18.890780
8,2025-06-05 15:39:12.977773
9,2025-06-05 15:40:29.453348
10,2025-06-05 15:43:28.027036
11,2025-06-05 15:45:19.609972
12,2025-06-05 15:46:55.567402
13,2025-06-05 15:47:53.394408
14,2025-06-05 15:50:11.839195
15,2025-06-05 15:51:17.413496
16,2025-06-05 15:52:41.817822
17,2025-06-05 15:53:50.234430
18,2025-06-05 15:54:58.065363
19,2025-06-05 15:56:32.907400
20,2025-06-05 15:57:47.122140
21,2025-06-05 15:59:18.883224
22,2025-06-05 16:00:29.091464
23,2025-06-05 16:02:59.936261
24,2025-06-05 16:05:07.980184
