trial index,timestamp
0,2025-06-09 13:52:44.736521
5,2025-06-09 13:58:55.864330
6,2025-06-09 14:04:24.152285
7,2025-06-09 14:09:06.391734
8,2025-06-09 14:11:31.134808
9,2025-06-09 14:12:46.865710
10,2025-06-09 14:13:59.377739
11,2025-06-09 14:15:02.669907
12,2025-06-09 14:16:39.509381
13,2025-06-09 14:19:19.999010
14,2025-06-09 14:21:20.351552
