trial index,timestamp
0,2025-06-09 14:21:20.369041
5,2025-06-09 14:26:44.096449
6,2025-06-09 14:31:19.920535
7,2025-06-09 14:34:00.345777
8,2025-06-09 14:35:54.279301
9,2025-06-09 14:37:14.747037
10,2025-06-09 14:38:26.690674
11,2025-06-09 14:39:39.170985
12,2025-06-09 14:41:47.745882
13,2025-06-09 14:43:22.066561
14,2025-06-09 14:45:24.305772
