trial index,timestamp
0,2025-06-06 02:58:35.134735
5,2025-06-06 02:59:06.362737
6,2025-06-06 02:59:32.495257
7,2025-06-06 03:00:05.621231
8,2025-06-06 03:00:43.480599
9,2025-06-06 03:01:30.374950
10,2025-06-06 03:02:16.353180
11,2025-06-06 03:03:14.670497
12,2025-06-06 03:03:51.453582
13,2025-06-06 03:04:43.045081
14,2025-06-06 03:05:49.817002
15,2025-06-06 03:06:51.315174
16,2025-06-06 03:07:44.613476
17,2025-06-06 03:08:35.953126
18,2025-06-06 03:09:50.300288
19,2025-06-06 03:10:52.833712
20,2025-06-06 03:11:42.992327
21,2025-06-06 03:13:20.404745
22,2025-06-06 03:15:40.089944
23,2025-06-06 03:18:15.747258
24,2025-06-06 03:20:35.933578
